name,Invoice Line Amount,Payment Date,Expenditure Category/Description,LA Department
ARCADIS LLP,"7,200.00", 05/07/2019,Ext Consultants Fees,Modernisation
A & T FLOORING LIMITED,922.80, 05/07/2019,Safety,Capital Housing Revenue Acc
MARTIN ARNOLD LTD,"3,888.00", 05/07/2019,Ext Consultants Fees,Capital Housing Revenue Acc
BAILY GARNER LLP,"3,138.35", 05/07/2019,Ext Consultants Fees,Modernisation
BLACKHEATH BUILDING CONSULTANCY LTD,"2,395.80", 05/07/2019,Ext Consultants Fees,Planned Maintenance
JOHNSON AUSTIN LIMITED,630.00, 05/07/2019,Safety,Capital Housing Revenue Acc
PHIL JONES ASSOCIATES LTD,"23,834.40", 05/07/2019,General Payments,Transportation Schemes
GREENWICH CITIZENS ADVICE BUREAU LTD,"75,750.00", 08/07/2019,Grants To Voluntary Organ,Chief Executives
ANGELS ABODE LIMITED,"105,295.00", 08/07/2019,Rents Other,Housing Services
SAFE HOMES SE LIMITED,"59,111.80", 08/07/2019,Rents Other,Housing Services
NPOWER LTD,"113,936.32", 08/07/2019,Electricity,Regeneration Enterprise and Sk
GREENWICH SERVICE PLUS LIMITED,"72,616.70", 08/07/2019,Vehicle Hire,Childrens Services
GREENWICH SERVICE PLUS LIMITED,"26,603.40", 08/07/2019,Vehicle Hire,Childrens Services
GREENWICH SERVICE PLUS LIMITED,"-22,169.50", 08/07/2019,Vehicle Hire,Childrens Services
GREENWICH SERVICE PLUS LIMITED,"223,087.90", 08/07/2019,Vehicle Hire,Childrens Services
GREENWICH SERVICE PLUS LIMITED,"149,845.90", 08/07/2019,Vehicle Hire,Childrens Services
GREENWICH SERVICE PLUS LIMITED,"-124,871.58", 08/07/2019,Vehicle Hire,Childrens Services
SYSTRA LIMITED,"17,976.00", 05/07/2019,General Payments,Transportation Schemes
TRANSPORT INITIATIVES LLP,"22,500.00", 05/07/2019,General Payments,Transportation Schemes
SER PROPERTIES LTD,"44,478.00", 05/07/2019,Rents Other,Housing Services
BRIDGE 86 LIMITED,"37,333.33", 05/07/2019,Other Agency Services,Health and Adult Services
KNIGHT FRANK LLP,"4,062.00", 05/07/2019,Ext Site Surveys,Other General Fund
BRIDGE 86 LIMITED,"50,000.00", 08/07/2019,Other Agency Services,Health and Adult Services
CHESTNUT PRODUCTS LTD,"10,931.42", 05/07/2019,Fence,Capital Housing Revenue Acc
PUMA POWER PROJECTS LIMITED,501.60, 05/07/2019,Rm Buildings Gmrs Ext Contract,Regeneration Enterprise and Sk
CORPS SECURITY (UK) LTD,"8,316.00", 05/07/2019,R & M Buildings Other,Regeneration Enterprise and Sk
OUTLOOK CARE,555.00, 05/07/2019,Client Support,Health and Adult Services
VOLUNTEERS CENTRE GREENWICH,"9,271.00", 01/07/2019,Consultants,Regeneration Enterprise and Sk
OUTLOOK CARE,600.00, 05/07/2019,Client Support,Health and Adult Services
THE CAMDEN SOCIETY,"6,586.75", 01/07/2019,Consultants,Regeneration Enterprise and Sk
OUTLOOK CARE,"1,053.75", 05/07/2019,Client Support,Health and Adult Services
OUTLOOK CARE,675.25, 05/07/2019,Client Support,Health and Adult Services
COLLECTIVE SPACE LIMITED,"10,400.00", 05/07/2019,Other Agency Services,Childrens Services
CYCLE CONFIDENT LIMITED,"1,791.00", 05/07/2019,General Payments,Transportation Schemes
GREENWICH BSF SPV LIMITED,"783,133.07", 08/07/2019,Services Private Contractor,Regeneration Enterprise and Sk
DELTASCHEME LIMITED,"3,499.80", 05/07/2019,Services Private Contractor,Chief Executives
ELLIS AND MOORE CONSULTING ENGINEERS LTD,660.00, 05/07/2019,Ext Consultants Fees,Modernisation
FAITHORN FARRELL TIMMS,"7,800.00", 05/07/2019,Communal Plant Maintenance,Housing Services HRA
FRANKHAM CONSULTANCY GROUP LTD,"3,816.00", 05/07/2019,Other Expenses,Other General Fund
HQN LTD,540.00, 05/07/2019,Travel Expenses,Housing Services HRA
PUSH TO TALK SYSTEMS LTD,839.99, 05/07/2019,Telephones,Regeneration Enterprise and Sk
GREENWICH LEISURE LIMITED,"331,796.34", 08/07/2019,C&F Commissioning Contract,Childrens Services
SDI-UNISTRIDE (SOUTHERN) LTD,"9,240.00", 05/07/2019,General Payments,Transportation Schemes
SEP2 LIMITED,"1,494.00", 05/07/2019,IT Licenses,Regeneration Enterprise and Sk
SHARPE PRITCHARD LLP,"1,850.40", 05/07/2019,Services Private Contractor,Regeneration Enterprise and Sk
SHARPE PRITCHARD LLP,940.80, 05/07/2019,Other Costs,Priority Investment Programme
SELKENT RECYCLING LTD,"2,160.00", 05/07/2019,Miscellaneous,Housing Services HRA
SPENCER AND ARLINGTON LTD,"5,833.00", 05/07/2019,Supported Living,Health and Adult Services
SPENCER AND ARLINGTON LTD,"11,623.92", 05/07/2019,Supported Living,Health and Adult Services
SPENCER AND ARLINGTON LTD,"3,715.52", 05/07/2019,Supported Living,Health and Adult Services
SPENCER AND ARLINGTON LTD,"7,887.60", 05/07/2019,Supported Living,Health and Adult Services
SPENCER AND ARLINGTON LTD,"3,550.80", 05/07/2019,Supported Living,Health and Adult Services
SPENCER AND ARLINGTON LTD,"7,595.00", 05/07/2019,Supported Living,Health and Adult Services
SPENCER AND ARLINGTON LTD,"4,601.80", 05/07/2019,Supported Living,Health and Adult Services
SPENCER AND ARLINGTON LTD,"4,669.00", 05/07/2019,Supported Living,Health and Adult Services
SPENCER AND ARLINGTON LTD,"5,745.32", 05/07/2019,Supported Living,Health and Adult Services
SPENCER AND ARLINGTON LTD,"10,675.00", 05/07/2019,Supported Living,Health and Adult Services
SPENCER AND ARLINGTON LTD,"5,048.40", 05/07/2019,Supported Living,Health and Adult Services
REDACTED PERSONAL INFORMATION,888.00, 05/07/2019,LC Staying Put,Childrens Services
REDACTED PERSONAL INFORMATION,"2,907.14", 05/07/2019,Supported Living,Health and Adult Services
REDACTED PERSONAL INFORMATION,"20,300.00", 05/07/2019,Supported Living,Health and Adult Services
REDACTED PERSONAL INFORMATION,"3,900.00", 05/07/2019,Supported Living,Health and Adult Services
REDACTED PERSONAL INFORMATION,"4,000.00", 05/07/2019,Supported Living,Health and Adult Services
GREATER LONDON AUTHORITY,"28,466.00", 02/07/2019,Services Joint Authorities,Chief Executives
GREATER LONDON AUTHORITY,"92,266.10", 02/07/2019,Services Gov Appointed Bodies,Childrens Services
CHILD POVERTY ACTION GROUP,547.90, 08/07/2019,Books & Publications,Chief Executives
CHILD POVERTY ACTION GROUP,220.43, 08/07/2019,Books & Publications,Chief Executives
CHILD POVERTY ACTION GROUP,152.71, 08/07/2019,Stationery,Housing Services HRA
BENDCRETE LEISURE LTD,"9,636.66", 08/07/2019,Ext Site Surveys,Other General Fund
STAR CARE UK LTD,"2,261.28", 08/07/2019,Private Home Help Domest Misc,Health and Adult Services
STAR CARE UK LTD,"1,880.65", 08/07/2019,Private Home Help Domest Misc,Health and Adult Services
STAR CARE UK LTD,"2,000.76", 08/07/2019,Private Home Help Domest Misc,Health and Adult Services
SPENCER AND ARLINGTON LTD,"3,715.52", 08/07/2019,Supported Living,Health and Adult Services
STAR CARE UK LTD,"1,160.00", 08/07/2019,Private Home Help Domest Misc,Health and Adult Services
STAR CARE UK LTD,"1,827.00", 08/07/2019,Private Home Help Domest Misc,Health and Adult Services
STAR CARE UK LTD,812.97, 08/07/2019,Private Home Help Domest Misc,Health and Adult Services
STAR CARE UK LTD,905.04, 08/07/2019,Private Home Help Domest Misc,Health and Adult Services
STAR CARE UK LTD,538.43, 08/07/2019,Private Home Help Domest Misc,Health and Adult Services
STAR CARE UK LTD,522.00, 08/07/2019,Private Home Help Domest Misc,Health and Adult Services
STAR CARE UK LTD,"1,339.80", 08/07/2019,Private Home Help Domest Misc,Health and Adult Services
FIRST CHOICE SOCIAL CARE & SHELTERED HOUSING LTD,814.39, 08/07/2019,Private Home Help Domest Misc,Health and Adult Services
FIRST CHOICE SOCIAL CARE & SHELTERED HOUSING LTD,829.82, 08/07/2019,Private Home Help Domest Misc,Health and Adult Services
FIRST CHOICE SOCIAL CARE & SHELTERED HOUSING LTD,903.68, 08/07/2019,Private Home Help Domest Misc,Health and Adult Services
MARITIME PROPERTIES LTD,"67,918.80", 08/07/2019,Rents Other,Housing Services
GREENWICH & DOCKLANDS FESTIVALS,"86,400.00", 09/07/2019,Grants To Voluntary Organ,Chief Executives
GREENWICH FOUNDATION FOR THE ROYAL NAVAL COLLEGE,"2,603.10", 08/07/2019,Rents Other,Regeneration Enterprise and Sk
GEM ENVIRONMENTAL BUILDING SERVICES LTD,"2,768.06", 19/07/2019,Heating,Planned Maintenance
REDACTED PERSONAL INFORMATION,"2,268.88", 05/07/2019,Private Sector Nursing Homes,Health and Adult Services
REDACTED PERSONAL INFORMATION,"2,268.88", 05/07/2019,Private Sector Nursing Homes,Health and Adult Services
REDACTED PERSONAL INFORMATION,"2,268.88", 05/07/2019,Private Sector Nursing Homes,Health and Adult Services
GRANT SAW SOLICITORS LLP,"227,033.00", 04/07/2019,Buy Backs,Capital Housing Revenue Acc
REDACTED PERSONAL INFORMATION,"2,620.80", 08/07/2019,Services by External Providers,Childrens Services
REDACTED PERSONAL INFORMATION,"2,808.00", 08/07/2019,Services by External Providers,Childrens Services
REDACTED PERSONAL INFORMATION,936.00, 08/07/2019,Services by External Providers,Childrens Services
REDACTED PERSONAL INFORMATION,842.40, 08/07/2019,Services by External Providers,Childrens Services
REDACTED PERSONAL INFORMATION,"2,808.00", 08/07/2019,Services by External Providers,Childrens Services
REDACTED PERSONAL INFORMATION,"5,130.00", 08/07/2019,Services by External Providers,Childrens Services
REDACTED PERSONAL INFORMATION,"3,960.00", 08/07/2019,Services by External Providers,Childrens Services
REDACTED PERSONAL INFORMATION,"3,960.00", 08/07/2019,Services by External Providers,Childrens Services
REDACTED PERSONAL INFORMATION,"5,130.00", 08/07/2019,Services by External Providers,Childrens Services
CRAFTY WIZARDS LTD,503.50, 08/07/2019,Other Services,Childrens Services
JANET LEE TRAINING & CONSULTANCY LTD,650.00, 08/07/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"2,808.00", 08/07/2019,Services by External Providers,Childrens Services
REDACTED PERSONAL INFORMATION,"2,152.80", 08/07/2019,Services by External Providers,Childrens Services
REDACTED PERSONAL INFORMATION,"1,872.00", 08/07/2019,Services by External Providers,Childrens Services
REDACTED PERSONAL INFORMATION,"3,960.00", 08/07/2019,Services by External Providers,Childrens Services
REDACTED PERSONAL INFORMATION,720.00, 08/07/2019,Agency Staff,Childrens Services
JANET LEE TRAINING & CONSULTANCY LTD,650.00, 08/07/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"3,600.00", 08/07/2019,Agency Staff,Childrens Services
REDACTED PERSONAL INFORMATION,"1,060.58", 08/07/2019,Services Other Local Author,Childrens Services
NEWHAVEN PUPIL REFERRAL UNIT,"2,295.00", 08/07/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"1,998.00", 08/07/2019,Services Other Local Author,Childrens Services
I.E.INFORMAL EDUCATION LTD,972.00, 08/07/2019,Children Looked After,Childrens Services
REDACTED PERSONAL INFORMATION,972.00, 08/07/2019,Services Other Local Author,Childrens Services
CSL (DUALCOM) LIMITED,969.54, 08/07/2019,MIscellaneous IT Expenditure,Health and Adult Services
KENT COUNTY COUNCIL (KCS),"68,103.55", 08/07/2019,Expenditure Payments,Systems Control Accounts
KENT COUNTY COUNCIL (KCS),"80,637.19", 08/07/2019,Expenditure Payments,Systems Control Accounts
KENT COUNTY COUNCIL (KCS),"141,411.18", 08/07/2019,Expenditure Payments,Systems Control Accounts
KENT COUNTY COUNCIL (KCS),"30,022.71", 08/07/2019,Expenditure Payments,Systems Control Accounts
TEACHERACTIVE LIMITED,619.48, 08/07/2019,MIsc,Childrens Services
TEACHERACTIVE LIMITED,619.48, 08/07/2019,MIsc,Childrens Services
TEACHERACTIVE LIMITED,619.48, 08/07/2019,MIsc,Childrens Services
HEADWAY SELNWK LTD,768.00, 08/07/2019,Voluntary Bodies Other Care,Health and Adult Services
HEADWAY SELNWK LTD,252.00, 08/07/2019,Client Support,Health and Adult Services
HEADWAY SELNWK LTD,512.00, 08/07/2019,Voluntary Bodies Other Care,Health and Adult Services
HEADWAY SELNWK LTD,504.00, 08/07/2019,Client Support,Health and Adult Services
TEACHERACTIVE LIMITED,"1,545.60", 08/07/2019,MIsc,Childrens Services
TEACHERACTIVE LIMITED,"1,545.60", 08/07/2019,MIsc,Childrens Services
TEACHERACTIVE LIMITED,"1,545.60", 08/07/2019,MIsc,Childrens Services
HEADWAY SELNWK LTD,512.00, 08/07/2019,Voluntary Bodies Other Care,Health and Adult Services
REDACTED PERSONAL INFORMATION,767.60, 08/07/2019,Voluntary Bodies Other Care,Health and Adult Services
TEACHERACTIVE LIMITED,"1,792.90", 08/07/2019,MIsc,Childrens Services
TEACHERACTIVE LIMITED,"1,452.86", 08/07/2019,MIsc,Childrens Services
TEACHERACTIVE LIMITED,"1,391.04", 08/07/2019,MIsc,Childrens Services
JOHNSON AUSTIN LIMITED,630.00, 08/07/2019,Safety,Capital Housing Revenue Acc
HEADWAY SELNWK LTD,512.00, 08/07/2019,Voluntary Bodies Other Care,Health and Adult Services
MARTIN ARNOLD LTD,"2,592.00", 08/07/2019,Ext Consultants Fees,Capital Housing Revenue Acc
AMAZING PROMOTIONAL MERCHANDISE LTD,631.80, 08/07/2019,Other Services,Chief Executives
CHUBB FIRE LIMITED,802.47, 08/07/2019,Materials,Comm Safety and Environment
REDACTED PERSONAL INFORMATION,606.00, 08/07/2019,Voluntary Bodies Other Care,Health and Adult Services
HEADWAY SELNWK LTD,512.00, 08/07/2019,Voluntary Bodies Other Care,Health and Adult Services
BUBBLE INC LIMITED,660.00, 08/07/2019,Woolwich Winter Warmer,Chief Executives
REACH PUBLISHING SERVICES LIMITED,"4,323.54", 08/07/2019,Printing External Contract,Chief Executives
REACH PUBLISHING SERVICES LIMITED,378.95, 08/07/2019,Printing External Contract,Chief Executives
HEADWAY SELNWK LTD,512.00, 08/07/2019,Voluntary Bodies Other Care,Health and Adult Services
F R JONES AND SON LIMITED,573.80, 08/07/2019,Equipment,Comm Safety and Environment
HEADWAY SELNWK LTD,512.00, 08/07/2019,Voluntary Bodies Other Care,Health and Adult Services
WOODNUT CONSTRUCTION & DEVELOPMENTS LTD,"3,216.00", 08/07/2019,Safety,Capital Housing Revenue Acc
HEADWAY SELNWK LTD,512.00, 08/07/2019,Voluntary Bodies Other Care,Health and Adult Services
TRAFFIC WATCH (UK) LTD,750.00, 08/07/2019,General Payments,Transportation Schemes
REDACTED PERSONAL INFORMATION,606.00, 08/07/2019,Voluntary Bodies Other Care,Health and Adult Services
AF STARR BUILDING CONTRACTORS,"1,276.80", 08/07/2019,Boyle Hse Project,Health and Adult Services
HEADWAY SELNWK LTD,256.00, 08/07/2019,Voluntary Bodies Other Care,Health and Adult Services
HEADWAY SELNWK LTD,288.00, 08/07/2019,Client Support,Health and Adult Services
HEADWAY SELNWK LTD,512.00, 08/07/2019,Voluntary Bodies Other Care,Health and Adult Services
HEADWAY SELNWK LTD,512.00, 08/07/2019,Voluntary Bodies Other Care,Health and Adult Services
C J S PLANTS,"12,238.49", 08/07/2019,Services Private Contractor,Regeneration Enterprise and Sk
EVOLVE PARTNERSHIP LTD,"1,208.60", 08/07/2019,Professional Fees,Housing Services HRA
ST MARYS (ELTHAM) COMMUNITY COMPLEX ASSOCIATION,508.75, 08/07/2019,MIsc,Housing Services HRA
ST MARYS (ELTHAM) COMMUNITY COMPLEX ASSOCIATION,80.00, 08/07/2019,Catering,Housing Services HRA
REDACTED PERSONAL INFORMATION,"8,267.39", 08/07/2019,Private Sector Nursing Homes,Health and Adult Services
REDACTED PERSONAL INFORMATION,"8,000.70", 08/07/2019,Private Sector Nursing Homes,Health and Adult Services
REDACTED PERSONAL INFORMATION,"4,851.00", 08/07/2019,Client Support,Health and Adult Services
REDACTED PERSONAL INFORMATION,"4,871.43", 08/07/2019,Private Sector Nursing Homes,Health and Adult Services
REDACTED PERSONAL INFORMATION,"4,714.29", 08/07/2019,Private Sector Nursing Homes,Health and Adult Services
REDACTED PERSONAL INFORMATION,"2,347.20", 08/07/2019,Private Sector Nursing Homes,Health and Adult Services
REDACTED PERSONAL INFORMATION,"2,425.44", 08/07/2019,Private Sector Nursing Homes,Health and Adult Services
REDACTED PERSONAL INFORMATION,"4,032.60", 08/07/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,"2,600.00", 08/07/2019,Supported Living,Health and Adult Services
REDACTED PERSONAL INFORMATION,"6,806.40", 08/07/2019,Services Private Contractor,Health and Adult Services
SELCHP,"635,199.74", 09/07/2019,Services Private Contractor,Comm Safety and Environment
VEOLIA ES (UK) LTD,"137,168.34", 08/07/2019,Transfer Station Management Fees,Comm Safety and Environment
VEOLIA ES (UK) LTD,"100,627.90", 09/07/2019,MRF Gate Fees,Comm Safety and Environment
VEOLIA ES (UK) LTD,"91,038.32", 09/07/2019,MRF Gate Fees,Comm Safety and Environment
VEOLIA ES (UK) LTD,"62,782.96", 09/07/2019,Transfer Station Management Fees,Comm Safety and Environment
VEOLIA ES (UK) LTD,"86,011.46", 09/07/2019,Transfer Station Management Fees,Comm Safety and Environment
ANGELS HUMAN RESOURCES LTD,735.00, 09/07/2019,Private Home Help Domest Misc,Health and Adult Services
ANGELS HUMAN RESOURCES LTD,603.89, 09/07/2019,Private Home Help Domest Misc,Health and Adult Services
VEOLIA ES (UK) LTD,"101,176.16", 09/07/2019,Organic Disposal Contract,Comm Safety and Environment
ANGELS HUMAN RESOURCES LTD,612.64, 09/07/2019,Private Home Help Domest Misc,Health and Adult Services
REDACTED PERSONAL INFORMATION,"1,000.00", 09/07/2019,LC Staying Put,Childrens Services
REDACTED PERSONAL INFORMATION,"1,000.00", 09/07/2019,LC Staying Put,Childrens Services
ANGELS HUMAN RESOURCES LTD,"2,143.99", 09/07/2019,Private Home Help Domest Misc,Health and Adult Services
REDACTED PERSONAL INFORMATION,"1,128.02", 09/07/2019,Children Looked After,Childrens Services
ANGELS HUMAN RESOURCES LTD,"1,085.00", 09/07/2019,Private Home Help Domest Misc,Health and Adult Services
ANGELS ABODE LIMITED,"1,140.00", 09/07/2019,Rents Other,Health and Adult Services
ASSET FINANCE & MANAGEMENT LTD (AFM SOLUTIONS),995.06, 09/07/2019,Expenditure Payments,Chief Executives
ANGELS ABODE LIMITED,"1,590.00", 09/07/2019,Rents Other,Health and Adult Services
ANGELS HUMAN RESOURCES LTD,612.60, 09/07/2019,Private Home Help Domest Misc,Health and Adult Services
ASSET FINANCE & MANAGEMENT LTD (AFM SOLUTIONS),995.06, 09/07/2019,Expenditure Payments,Chief Executives
ANGELS HUMAN RESOURCES LTD,665.00, 09/07/2019,Private Home Help Domest Misc,Health and Adult Services
FIRST CHOICE SOCIAL CARE & SHELTERED HOUSING LTD,946.04, 09/07/2019,Private Home Help Domest Misc,Health and Adult Services
ASSET FINANCE & MANAGEMENT LTD (AFM SOLUTIONS),565.24, 08/07/2019,Expenditure Payments,Chief Executives
FIRST CHOICE SOCIAL CARE & SHELTERED HOUSING LTD,670.70, 09/07/2019,Private Home Help Domest Misc,Health and Adult Services
ANGELS HUMAN RESOURCES LTD,735.00, 09/07/2019,Private Home Help Domest Misc,Health and Adult Services
ANGELS HUMAN RESOURCES LTD,"4,618.88", 09/07/2019,Private Home Help Domest Misc,Health and Adult Services
REDACTED PERSONAL INFORMATION,"1,845.71", 09/07/2019,Agency Placements,Childrens Services
ANGELS HUMAN RESOURCES LTD,"1,295.00", 09/07/2019,Private Home Help Domest Misc,Health and Adult Services
ANGELS HUMAN RESOURCES LTD,"1,960.56", 09/07/2019,Private Home Help Domest Misc,Health and Adult Services
ASSET FINANCE & MANAGEMENT LTD (AFM SOLUTIONS),565.24, 08/07/2019,Expenditure Payments,Chief Executives
ANGELS HUMAN RESOURCES LTD,"3,307.64", 09/07/2019,Private Home Help Domest Misc,Health and Adult Services
ASSET FINANCE & MANAGEMENT LTD (AFM SOLUTIONS),995.06, 08/07/2019,Expenditure Payments,Chief Executives
ANGELS HUMAN RESOURCES LTD,"1,702.15", 09/07/2019,Private Home Help Domest Misc,Health and Adult Services
ASSET FINANCE & MANAGEMENT LTD (AFM SOLUTIONS),964.49, 08/07/2019,Expenditure Payments,Chief Executives
ANGELS HUMAN RESOURCES LTD,70.00, 09/07/2019,Private Home Help Domest Misc,Health and Adult Services
ANGELS HUMAN RESOURCES LTD,"1,837.64", 09/07/2019,Private Home Help Domest Misc,Health and Adult Services
ACTION FOR CHILDREN,"3,377.10", 09/07/2019,Agency Placements,Childrens Services
ALCUMUS SYPOL LIMITED,"6,096.00", 09/07/2019,Conference Expenses,Chief Executives
ACTION FOR CHILDREN,"3,489.67", 09/07/2019,Agency Placements,Childrens Services
THAMES TIDDLERS NURSERY LTD,650.00, 09/07/2019,Additional support for 3&4yr old withSEN,Childrens Services
CRAEGMOOR OAKS SIDCUP PRIORY,"4,500.00", 09/07/2019,Short Term Nursing,Health and Adult Services
GREENSPACE INFORMATION FOR GREATER LONDON,"1,500.00", 09/07/2019,Subscriptions,Regeneration Enterprise and Sk
GREENSPACE INFORMATION FOR GREATER LONDON,"1,500.00", 09/07/2019,Subscriptions,Regeneration Enterprise and Sk
HOUSING FOR WOMEN,"35,557.12", 08/07/2019,Services by External Providers,Housing Services
CRAEGMOOR OAKS SIDCUP PRIORY,"3,621.21", 09/07/2019,Private Sector Nursing Homes,Health and Adult Services
ONPOINT SURVEYS LIMITED,"2,880.00", 09/07/2019,General Payments,Transportation Schemes
CRAEGMOOR OAKS SIDCUP PRIORY,"3,621.21", 09/07/2019,Private Sector Nursing Homes,Health and Adult Services
LONDON BOROUGH OF CAMDEN,"2,500.21", 12/08/2019,Pensions Costs,Regeneration Enterprise and Sk
CRAEGMOOR OAKS SIDCUP PRIORY,"4,036.46", 09/07/2019,Private Sector Nursing Homes,Health and Adult Services
REDACTED PERSONAL INFORMATION,735.00, 09/07/2019,Vehicle Hire,Health and Adult Services
CRAEGMOOR OAKS SIDCUP PRIORY,"4,036.46", 09/07/2019,Private Sector Nursing Homes,Health and Adult Services
HOW SCAFFOLDING,"1,584.00", 09/07/2019,R & M Buildings Other,Regeneration Enterprise and Sk
CRAEGMOOR OAKS SIDCUP PRIORY,"4,465.03", 09/07/2019,Private Sector Nursing Homes,Health and Adult Services
CRAEGMOOR OAKS SIDCUP PRIORY,"4,465.03", 09/07/2019,Short Term Nursing,Health and Adult Services
BCH ENTERPRISES LIMITED,"8,064.90", 09/07/2019,Other Services,Childrens Services
CRAEGMOOR OAKS SIDCUP PRIORY,"4,714.29", 09/07/2019,Services Private Contractor,Health and Adult Services
CRAEGMOOR OAKS SIDCUP PRIORY,"3,607.89", 09/07/2019,Short Term Nursing,Health and Adult Services
HOW SCAFFOLDING,"10,416.00", 09/07/2019,Fence,Capital Housing Revenue Acc
CRAEGMOOR OAKS SIDCUP PRIORY,"4,285.71", 09/07/2019,Private Sector Nursing Homes,Health and Adult Services
STAPLEBURN LTD,"1,116.00", 09/07/2019,Rents Other,Health and Adult Services
CRAEGMOOR OAKS SIDCUP PRIORY,"4,500.00", 09/07/2019,Short Term Nursing,Health and Adult Services
LLOYDS TSB COMMERCIAL FINANCE LTD,"4,536.00", 09/07/2019,Services by External Providers,Health and Adult Services
REDACTED PERSONAL INFORMATION,217.14, 09/07/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"3,040.00", 09/07/2019,Agency Placements,Childrens Services
JOHNSON AUSTIN LIMITED,630.00, 09/07/2019,Safety,Capital Housing Revenue Acc
SHELTER TRADING LTD T/ASHELTER TRAINING AND PUBLIC,"1,379.80", 09/07/2019,Books & Publications,Chief Executives
SHELTER TRADING LTD T/ASHELTER TRAINING AND PUBLIC,171.50, 09/07/2019,Books & Publications,Chief Executives
SHELTER TRADING LTD T/ASHELTER TRAINING AND PUBLIC,43.00, 09/07/2019,Equipment,Housing Services HRA
AF STARR BUILDING CONTRACTORS,"12,200.40", 09/07/2019,Refurbishment,Modernisation
AF STARR BUILDING CONTRACTORS,"29,491.20", 09/07/2019,Refurbishment,Planned Maintenance
OAKMERE CONTRACT SERVICES LTD,900.00, 09/07/2019,Asbestos,Other General Fund
PEABODY TRUST,"30,712.96", 09/07/2019,Services by External Providers,Housing Services
ANGELS HUMAN RESOURCES LTD,787.68, 09/07/2019,Private Home Help Domest Misc,Health and Adult Services
CROWN PROMOTIONS & REMOVALS LIMITED,"4,052.27", 09/07/2019,Equipment,Housing Services HRA
REDACTED PERSONAL INFORMATION,800.00, 09/07/2019,Private Home Help Domest Misc,Childrens Services
REDACTED PERSONAL INFORMATION,"1,175.00", 09/07/2019,Private Home Help Domest Misc,Childrens Services
ANGELS HUMAN RESOURCES LTD,945.25, 09/07/2019,Private Home Help Domest Misc,Health and Adult Services
ANGELS HUMAN RESOURCES LTD,"1,470.00", 09/07/2019,Private Home Help Domest Misc,Health and Adult Services
STAR CARE UK LTD,"2,413.90", 09/07/2019,Private Home Help Domest Misc,Health and Adult Services
STAR CARE UK LTD,639.76, 09/07/2019,Private Home Help Domest Misc,Health and Adult Services
STAR CARE UK LTD,"1,916.45", 09/07/2019,Private Home Help Domest Misc,Health and Adult Services
REDACTED PERSONAL INFORMATION,"1,680.00", 09/07/2019,Client Support,Health and Adult Services
REDACTED PERSONAL INFORMATION,"10,080.00", 09/07/2019,Client Support,Health and Adult Services
REDACTED PERSONAL INFORMATION,"10,416.00", 09/07/2019,Client Support,Health and Adult Services
ANGELS HUMAN RESOURCES LTD,875.00, 09/07/2019,Private Home Help Domest Misc,Health and Adult Services
REDACTED PERSONAL INFORMATION,"4,371.48", 09/07/2019,Agency Placements,Childrens Services
ANGELS HUMAN RESOURCES LTD,555.75, 09/07/2019,Private Home Help Domest Misc,Health and Adult Services
ANGELS HUMAN RESOURCES LTD,"1,015.13", 09/07/2019,Private Home Help Domest Misc,Health and Adult Services
ANGELS HUMAN RESOURCES LTD,"1,102.64", 09/07/2019,Private Home Help Domest Misc,Health and Adult Services
ANGELS HUMAN RESOURCES LTD,"1,155.16", 09/07/2019,Private Home Help Domest Misc,Health and Adult Services
ANGELS HUMAN RESOURCES LTD,"1,820.00", 09/07/2019,Private Home Help Domest Misc,Health and Adult Services
GRANT THORNTON UK LLP,"44,946.00", 09/07/2019,Central Expenses Audit Fees,Chief Executives
ASSET PROPERTY & FINANCE LTD,690.00, 09/07/2019,Rents Other,Housing Services
ZFA LIMITED,"8,468.40", 09/07/2019,Rents Other,Housing Services
UNIQUE PROPERTY SERVICES INV LTD,"2,480.00", 09/07/2019,Rents Other,Housing Services
SOUTH OF ENGLAND FOUNDATION,"52,502.25", 09/07/2019,Services Vol Associations,Health and Adult Services
LINK PROPERTY MANAGEMENT HOLDINGS LTD,"11,561.50", 09/07/2019,Rents Other,Housing Services
REDACTED PERSONAL INFORMATION,"7,995.79", 09/07/2019,Supported Living,Health and Adult Services
REDACTED PERSONAL INFORMATION,"7,737.86", 09/07/2019,Supported Living,Health and Adult Services
REDACTED PERSONAL INFORMATION,"7,995.79", 09/07/2019,Supported Living,Health and Adult Services
REDACTED PERSONAL INFORMATION,"7,737.86", 09/07/2019,Private Home Help Domest Misc,Health and Adult Services
REDACTED PERSONAL INFORMATION,"4,485.09", 09/07/2019,Agency Placements,Childrens Services
HOUSING FOR WOMEN,"35,557.12", 08/07/2019,Services by External Providers,Housing Services
HOW SCAFFOLDING,720.00, 09/07/2019,Safety,Capital Housing Revenue Acc
LONDON & QUADRANT HSG TRUST,"3,972.78", 09/07/2019,R & M Buildings Other,Housing Services HRA
