name,Invoice Line Amount,Payment Date,Expenditure Category/Description,LA Department
REDACTED PERSONAL INFORMATION,"1,333.00", 24/04/2019,Adult Placement Schemes,Health and Adult Services
REDACTED PERSONAL INFORMATION,"1,333.00", 24/04/2019,Adult Placement Schemes,Health and Adult Services
REDACTED PERSONAL INFORMATION,13.16, 24/04/2019,Adult Placement Schemes,Health and Adult Services
REDACTED PERSONAL INFORMATION,13.16, 24/04/2019,Adult Placement Schemes,Health and Adult Services
REDACTED PERSONAL INFORMATION,"1,617.00", 24/04/2019,Adult Placement Schemes,Health and Adult Services
REDACTED PERSONAL INFORMATION,15.82, 24/04/2019,Adult Placement Schemes,Health and Adult Services
REDACTED PERSONAL INFORMATION,"1,333.00", 24/04/2019,Adult Placement Schemes,Health and Adult Services
REDACTED PERSONAL INFORMATION,183.68, 24/04/2019,Adult Placement Schemes,Health and Adult Services
REDACTED PERSONAL INFORMATION,69.90, 24/04/2019,Adult Placement Schemes,Health and Adult Services
REDACTED PERSONAL INFORMATION,13.16, 24/04/2019,Adult Placement Schemes,Health and Adult Services
REDACTED PERSONAL INFORMATION,"1,333.00", 24/04/2019,Adult Placement Schemes,Health and Adult Services
REDACTED PERSONAL INFORMATION,82.00, 24/04/2019,Adult Placement Schemes,Health and Adult Services
REDACTED PERSONAL INFORMATION,13.16, 24/04/2019,Adult Placement Schemes,Health and Adult Services
PROTEIN DANCE LTD,"12,500.00", 26/04/2019,Grants To Voluntary Organ,Chief Executives
GREENWICH DANCE AGENCY,"12,500.00", 26/04/2019,Grants To Voluntary Organ,Chief Executives
GREENWICH & DOCKLANDS FESTIVALS,"20,000.00", 26/04/2019,Grants To Voluntary Organ,Chief Executives
GREENWICH & LEWISHAM YOUNG PEOPLES THEATRE,"20,000.00", 26/04/2019,Grants To Voluntary Organ,Chief Executives
KENT GROUP SERVICES LIMITED,"105,920.10", 26/04/2019,Heating,Capital Housing Revenue Acc
GREENWICH THEATRE LIMITED,"25,000.00", 26/04/2019,Grants To Voluntary Organ,Chief Executives
REDACTED PERSONAL INFORMATION,"1,333.00", 24/04/2019,Adult Placement Schemes,Health and Adult Services
REDACTED PERSONAL INFORMATION,15.48, 24/04/2019,Adult Placement Schemes,Health and Adult Services
REDACTED PERSONAL INFORMATION,"1,333.00", 24/04/2019,Adult Placement Schemes,Health and Adult Services
REDACTED PERSONAL INFORMATION,"1,333.00", 24/04/2019,Adult Placement Schemes,Health and Adult Services
REDACTED PERSONAL INFORMATION,13.16, 24/04/2019,Adult Placement Schemes,Health and Adult Services
REDACTED PERSONAL INFORMATION,13.16, 24/04/2019,Adult Placement Schemes,Health and Adult Services
REDACTED PERSONAL INFORMATION,13.16, 24/04/2019,Adult Placement Schemes,Health and Adult Services
REDACTED PERSONAL INFORMATION,"1,617.00", 24/04/2019,Adult Placement Schemes,Health and Adult Services
REDACTED PERSONAL INFORMATION,905.92, 24/04/2019,Adult Placement Schemes,Health and Adult Services
REDACTED PERSONAL INFORMATION,15.82, 24/04/2019,Adult Placement Schemes,Health and Adult Services
KENT GROUP SERVICES LIMITED,"131,373.60", 26/04/2019,Heating,Capital Housing Revenue Acc
GALEFORCE PRODUCTIONS UNIVERSAL LTD,"3,515.27", 26/04/2019,Arts Small Grants,Chief Executives
KENT GROUP SERVICES LIMITED,"152,019.00", 26/04/2019,Heating,Capital Housing Revenue Acc
MACE LTD,"197,190.00", 26/04/2019,Ext Consultants Fees,Priority Investment Programme
UNITED LIVING ( SOUTH ) LIMITED,"31,318.34", 26/04/2019,Refurbishment,Capital Housing Revenue Acc
ENGIE REGENERATION LTD,"76,888.44", 26/04/2019,Refurbishment,Capital Housing Revenue Acc
WHYTE & CO,"4,628.80", 26/04/2019,Student Award Payment,Chief Executives
WHYTE & CO,"-3,857.33", 26/04/2019,Student Award Payment,Chief Executives
B T REDCARE,"4,800.00", 26/04/2019,Telephones,Comm Safety and Environment
CROWN HOUSING LTD,"9,467.40", 26/04/2019,Rents Other,Housing Services
OLIVE PROPERTY LETTING LIMITED,"7,872.50", 26/04/2019,Rents Other,Housing Services
FAHREN CLIFTON,"1,023.00", 26/04/2019,Rents Other,Housing Services
MAHN ESTATES LTD,560.00, 26/04/2019,Rents Other,Housing Services
REDACTED PERSONAL INFORMATION,"1,874.17", 26/04/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,"5,232.60", 26/04/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"2,943.00", 26/04/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"3,258.60", 26/04/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"3,473.10", 26/04/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"5,129.70", 26/04/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"4,258.30", 26/04/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"15,363.60", 26/04/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"4,345.20", 26/04/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"3,473.10", 26/04/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"6,838.80", 26/04/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"12,818.61", 26/04/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,"6,806.40", 26/04/2019,Services Private Contractor,Health and Adult Services
SYNERGY FOSTERING LIMITED,"3,330.00", 26/04/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"2,121.43", 26/04/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,"4,457.14", 26/04/2019,Services Private Contractor,Health and Adult Services
SYNERGY FOSTERING LIMITED,"4,170.00", 26/04/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"5,142.86", 26/04/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,"4,071.43", 26/04/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,"4,928.57", 26/04/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,"18,750.00", 26/04/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"4,071.43", 26/04/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,"6,082.80", 26/04/2019,Supported Living,Health and Adult Services
REDACTED PERSONAL INFORMATION,"27,816.00", 26/04/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"5,282.57", 26/04/2019,Supported Living,Health and Adult Services
REDACTED PERSONAL INFORMATION,"5,550.00", 26/04/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"3,800.00", 26/04/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,"3,600.00", 26/04/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,"5,142.86", 26/04/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"4,242.86", 26/04/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"3,920.00", 26/04/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,"3,996.00", 26/04/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,"4,877.74", 26/04/2019,Supported Living,Health and Adult Services
REDACTED PERSONAL INFORMATION,"3,980.00", 26/04/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,"7,405.88", 26/04/2019,Supported Living,Health and Adult Services
REDACTED PERSONAL INFORMATION,"3,385.71", 26/04/2019,Services Private Contractor,Health and Adult Services
CMG HOMES LTD,"5,087.14", 26/04/2019,Supported Living,Health and Adult Services
CMG HOMES LTD,"3,864.34", 26/04/2019,Supported Living,Health and Adult Services
REDACTED PERSONAL INFORMATION,"3,600.00", 26/04/2019,Services Private Contractor,Health and Adult Services
CMG HOMES LTD,"5,892.86", 26/04/2019,Services Private Contractor,Health and Adult Services
CMG HOMES LTD,"7,071.43", 26/04/2019,Services Private Contractor,Health and Adult Services
FOSTER CARE ASSOCIATES LIMITED,"6,455.40", 26/04/2019,Agency Placements,Childrens Services
CMG HOMES LTD,"6,045.00", 26/04/2019,Services Private Contractor,Health and Adult Services
FOSTER CARE ASSOCIATES LIMITED,"3,441.00", 26/04/2019,Agency Placements,Childrens Services
CMG HOMES LTD,"7,874.36", 26/04/2019,Services Private Contractor,Health and Adult Services
THE OLIVE SERVICES LTD,"4,135.71", 26/04/2019,Services Private Contractor,Health and Adult Services
CMG HOMES LTD,"4,522.93", 26/04/2019,Supported Living,Health and Adult Services
CMG HOMES LTD,"3,934.29", 26/04/2019,Supported Living,Health and Adult Services
THE OLIVE SERVICES LTD,"4,114.29", 26/04/2019,Services Private Contractor,Health and Adult Services
CMG HOMES LTD,"5,416.97", 26/04/2019,Supported Living,Health and Adult Services
THE OLIVE SERVICES LTD,"3,942.86", 26/04/2019,Services Private Contractor,Health and Adult Services
CMG HOMES LTD,"7,736.01", 26/04/2019,Services Private Contractor,Health and Adult Services
THE OLIVE SERVICES LTD,"3,985.71", 26/04/2019,Supported Living,Health and Adult Services
CMG HOMES LTD,"4,032.86", 26/04/2019,Supported Living,Health and Adult Services
THE OLIVE SERVICES LTD,"3,942.86", 26/04/2019,Services Private Contractor,Health and Adult Services
CMG HOMES LTD,"2,948.96", 26/04/2019,Supported Living,Health and Adult Services
CMG HOMES LTD,777.86, 26/04/2019,Client Support,Health and Adult Services
THE OLIVE SERVICES LTD,"4,371.43", 26/04/2019,Services Private Contractor,Health and Adult Services
CMG HOMES LTD,"4,122.26", 26/04/2019,Supported Living,Health and Adult Services
THE OLIVE SERVICES LTD,"3,814.29", 26/04/2019,Services Private Contractor,Health and Adult Services
CMG HOMES LTD,"1,025.36", 26/04/2019,Client Support,Health and Adult Services
SYNERGY FOSTERING LIMITED,"3,338.70", 26/04/2019,Agency Placements,Childrens Services
THE OLIVE SERVICES LTD,"3,787.50", 26/04/2019,Services Private Contractor,Health and Adult Services
CMG HOMES LTD,"3,546.26", 26/04/2019,Supported Living,Health and Adult Services
REDACTED PERSONAL INFORMATION,"4,555.93", 26/04/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"4,714.29", 26/04/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"3,633.36", 26/04/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"5,571.43", 26/04/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"3,633.56", 26/04/2019,Agency Placements,Childrens Services
THE OLIVE SERVICES LTD,"3,857.14", 26/04/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,"4,470.00", 26/04/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"6,451.78", 26/04/2019,Agency Placements,Childrens Services
THE OLIVE SERVICES LTD,"4,028.57", 26/04/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,"4,559.40", 26/04/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"4,297.24", 26/04/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"13,928.57", 26/04/2019,Agency Placements,Childrens Services
THE OLIVE SERVICES LTD,"3,942.90", 26/04/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,"4,269.13", 26/04/2019,Agency Placements,Childrens Services
THE OLIVE SERVICES LTD,"4,071.43", 26/04/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,"4,470.00", 26/04/2019,Agency Placements,Childrens Services
THE OLIVE SERVICES LTD,"4,157.14", 26/04/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,"4,559.40", 26/04/2019,Agency Placements,Childrens Services
HYTHE HOUSE SUPPORT LIMITED,"3,841.41", 26/04/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"2,404.37", 26/04/2019,Private Sector Nursing Homes,Health and Adult Services
REDACTED PERSONAL INFORMATION,"5,357.14", 26/04/2019,Private Sector Nursing Homes,Health and Adult Services
REDACTED PERSONAL INFORMATION,"5,142.86", 26/04/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,"2,892.86", 26/04/2019,Private Sector Nursing Homes,Health and Adult Services
OUTLOOK CARE,"5,299.28", 26/04/2019,Supported Living,Health and Adult Services
OUTLOOK CARE,"5,299.28", 26/04/2019,Supported Living,Health and Adult Services
OUTLOOK CARE,"4,796.74", 26/04/2019,Supported Living,Health and Adult Services
OUTLOOK CARE,"5,522.66", 26/04/2019,Supported Living,Health and Adult Services
OUTLOOK CARE,675.25, 26/04/2019,Client Support,Health and Adult Services
REDACTED PERSONAL INFORMATION,"3,837.60", 26/04/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,"3,835.71", 26/04/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,"4,051.93", 26/04/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,"4,051.93", 26/04/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,"3,642.86", 26/04/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,"4,051.93", 26/04/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,"3,642.86", 26/04/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,"4,264.29", 26/04/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,"4,051.93", 26/04/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,"4,051.93", 26/04/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,"3,642.86", 26/04/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,"4,051.93", 26/04/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,"4,051.93", 26/04/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,"3,642.86", 26/04/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,"4,345.20", 26/04/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"3,654.00", 26/04/2019,Supported Living,Health and Adult Services
REDACTED PERSONAL INFORMATION,"1,335.71", 26/04/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,"3,764.29", 26/04/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,"1,335.71", 26/04/2019,Services Private Contractor,Health and Adult Services
HYTHE HOUSE SUPPORT LIMITED,"3,754.58", 26/04/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"2,307.15", 26/04/2019,Services Private Contractor,Health and Adult Services
HYTHE HOUSE SUPPORT LIMITED,"4,010.36", 26/04/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"4,401.30", 26/04/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,"4,939.65", 26/04/2019,Services Private Contractor,Health and Adult Services
HYTHE HOUSE SUPPORT LIMITED,"3,841.41", 26/04/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"4,071.43", 26/04/2019,Services Private Contractor,Health and Adult Services
HYTHE HOUSE SUPPORT LIMITED,"3,841.41", 26/04/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"4,071.43", 26/04/2019,Services Private Contractor,Health and Adult Services
HYTHE HOUSE SUPPORT LIMITED,"3,841.41", 26/04/2019,Agency Placements,Childrens Services
HYTHE HOUSE SUPPORT LIMITED,"3,754.58", 26/04/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"2,417.61", 26/04/2019,Private Sector Nursing Homes,Health and Adult Services
REDACTED PERSONAL INFORMATION,"1,860.43", 26/04/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,"7,800.00", 26/04/2019,Services Private Contractor,Health and Adult Services
ANCHOR FOSTERCARE SERVICES LIMITED,"5,191.20", 26/04/2019,Agency Placements,Childrens Services
ANCHOR FOSTERCARE SERVICES LIMITED,"3,585.30", 26/04/2019,Agency Placements,Childrens Services
ANCHOR FOSTERCARE SERVICES LIMITED,"2,943.00", 26/04/2019,Agency Placements,Childrens Services
ANCHOR FOSTERCARE SERVICES LIMITED,"3,651.30", 26/04/2019,Agency Placements,Childrens Services
ANCHOR FOSTERCARE SERVICES LIMITED,"3,651.30", 26/04/2019,Agency Placements,Childrens Services
ANCHOR FOSTERCARE SERVICES LIMITED,"3,651.30", 26/04/2019,Agency Placements,Childrens Services
HYTHE HOUSE SUPPORT LIMITED,"4,010.36", 26/04/2019,Agency Placements,Childrens Services
ANCHOR FOSTERCARE SERVICES LIMITED,"5,370.00", 26/04/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"2,315.79", 26/04/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,"4,928.70", 26/04/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,"4,500.00", 26/04/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,"4,065.90", 26/04/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,"3,487.80", 26/04/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,"3,691.80", 26/04/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,"4,271.40", 26/04/2019,Supported Living,Health and Adult Services
REDACTED PERSONAL INFORMATION,"5,855.77", 26/04/2019,Private Sector Nursing Homes,Health and Adult Services
REDACTED PERSONAL INFORMATION,"5,289.08", 26/04/2019,Private Sector Nursing Homes,Health and Adult Services
REDACTED PERSONAL INFORMATION,"5,855.77", 26/04/2019,Private Sector Nursing Homes,Health and Adult Services
REDACTED PERSONAL INFORMATION,"3,281.40", 26/04/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"3,411.00", 26/04/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"3,201.30", 26/04/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"3,557.10", 26/04/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"3,240.60", 26/04/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"3,557.10", 26/04/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"1,065.75", 26/04/2019,Services Voluntary Org,Childrens Services
REDACTED PERSONAL INFORMATION,"16,887.92", 26/04/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"1,065.75", 26/04/2019,Services Voluntary Org,Childrens Services
REDACTED PERSONAL INFORMATION,"2,417.61", 26/04/2019,Private Sector Nursing Homes,Health and Adult Services
REDACTED PERSONAL INFORMATION,"2,417.61", 26/04/2019,Private Sector Nursing Homes,Health and Adult Services
REDACTED PERSONAL INFORMATION,"2,333.87", 26/04/2019,Private Sector Nursing Homes,Health and Adult Services
REDACTED PERSONAL INFORMATION,"2,059.11", 26/04/2019,Private Sector Nursing Homes,Health and Adult Services
REDACTED PERSONAL INFORMATION,"4,465.03", 26/04/2019,Private Sector Nursing Homes,Health and Adult Services
REDACTED PERSONAL INFORMATION,"1,919.31", 26/04/2019,Private Sector Nursing Homes,Health and Adult Services
REDACTED PERSONAL INFORMATION,"4,465.03", 26/04/2019,Private Sector Nursing Homes,Health and Adult Services
REDACTED PERSONAL INFORMATION,"4,465.03", 26/04/2019,Private Sector Nursing Homes,Health and Adult Services
REDACTED PERSONAL INFORMATION,"2,352.17", 26/04/2019,Private Sector Nursing Homes,Health and Adult Services
REDACTED PERSONAL INFORMATION,"2,774.23", 26/04/2019,Private Sector Nursing Homes,Health and Adult Services
REDACTED PERSONAL INFORMATION,"2,417.61", 26/04/2019,Private Sector Nursing Homes,Health and Adult Services
REDACTED PERSONAL INFORMATION,"2,417.61", 26/04/2019,Private Sector Nursing Homes,Health and Adult Services
REDACTED PERSONAL INFORMATION,"2,680.11", 26/04/2019,Private Sector Nursing Homes,Health and Adult Services
REDACTED PERSONAL INFORMATION,"2,680.11", 26/04/2019,Private Sector Nursing Homes,Health and Adult Services
REDACTED PERSONAL INFORMATION,"2,059.11", 26/04/2019,Private Sector Nursing Homes,Health and Adult Services
REDACTED PERSONAL INFORMATION,"2,774.23", 26/04/2019,Private Sector Nursing Homes,Health and Adult Services
REDACTED PERSONAL INFORMATION,"2,417.61", 26/04/2019,Private Sector Nursing Homes,Health and Adult Services
REDACTED PERSONAL INFORMATION,"1,893.60", 26/04/2019,Private Sector Nursing Homes,Health and Adult Services
REDACTED PERSONAL INFORMATION,"2,417.61", 26/04/2019,Private Sector Nursing Homes,Health and Adult Services
REDACTED PERSONAL INFORMATION,"2,363.10", 26/04/2019,Private Sector Nursing Homes,Health and Adult Services
REDACTED PERSONAL INFORMATION,"4,928.57", 26/04/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,"4,500.00", 26/04/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,"2,417.61", 26/04/2019,Private Sector Nursing Homes,Health and Adult Services
REDACTED PERSONAL INFORMATION,"3,514.29", 26/04/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,"2,137.89", 26/04/2019,Private Sector Nursing Homes,Health and Adult Services
REDACTED PERSONAL INFORMATION,"3,428.57", 26/04/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,"2,680.11", 26/04/2019,Private Sector Nursing Homes,Health and Adult Services
REDACTED PERSONAL INFORMATION,"2,140.46", 26/04/2019,Private Sector Nursing Homes,Health and Adult Services
REDACTED PERSONAL INFORMATION,"3,750.00", 26/04/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"2,333.87", 26/04/2019,Private Sector Nursing Homes,Health and Adult Services
REDACTED PERSONAL INFORMATION,"2,417.61", 26/04/2019,Private Sector Nursing Homes,Health and Adult Services
REDACTED PERSONAL INFORMATION,"2,417.61", 26/04/2019,Private Sector Nursing Homes,Health and Adult Services
REDACTED PERSONAL INFORMATION,"1,919.31", 26/04/2019,Private Sector Nursing Homes,Health and Adult Services
REDACTED PERSONAL INFORMATION,"2,417.61", 26/04/2019,Private Sector Nursing Homes,Health and Adult Services
REDACTED PERSONAL INFORMATION,"2,680.11", 26/04/2019,Private Sector Nursing Homes,Health and Adult Services
REDACTED PERSONAL INFORMATION,"2,417.61", 26/04/2019,Private Sector Nursing Homes,Health and Adult Services
REDACTED PERSONAL INFORMATION,"2,774.23", 26/04/2019,Private Sector Nursing Homes,Health and Adult Services
REDACTED PERSONAL INFORMATION,"4,465.03", 26/04/2019,Private Sector Nursing Homes,Health and Adult Services
TRAFFIC WATCH (UK) LTD,"4,224.00", 23/04/2019,Ext Consultants Fees,Transportation Schemes
THE CHASE CREATIVE CONSULTANTS LIMITED,"105,248.40", 29/04/2019,Other Costs,Priority Investment Programme
ANGELIKA WELZEL-CONNOLLY T/A DEMENTIA DIALOGUE,"3,300.00", 29/04/2019,Grants To Voluntary Organ,Health and Adult Services
LONDON BOROUGH OF BEXLEY,"334,426.40", 26/04/2019,MIsc,Eltham Crematorium Revenue
DARTFORD BOROUGH COUNCIL,"167,213.20", 26/04/2019,MIsc,Eltham Crematorium Revenue
DOREE BONNER INTERNATIONAL,"2,083.81", 29/04/2019,R & M Buildings Other,Comm Safety and Environment
DOREE BONNER INTERNATIONAL,-279.01, 29/04/2019,R & M Buildings Other,Comm Safety and Environment
DOREE BONNER INTERNATIONAL,232.51, 29/04/2019,R & M Buildings Other,Comm Safety and Environment
COSMUR CONSTRUCTION (LONDON) LTD,"83,529.06", 29/04/2019,Roofs,Planned Maintenance
REDACTED PERSONAL INFORMATION,840.00, 29/04/2019,Other Services,Childrens Services
RSP RAIL TRAVEL  ACCOUNT,105.40, 29/04/2019,Travel Expenses,Childrens Services
RSP RAIL TRAVEL  ACCOUNT,26.20, 29/04/2019,Transport For Parent Car,Childrens Services
RSP RAIL TRAVEL  ACCOUNT,16.20, 29/04/2019,Transport For Children,Childrens Services
RSP RAIL TRAVEL  ACCOUNT,242.90, 29/04/2019,Travel Expenses,Childrens Services
RSP RAIL TRAVEL  ACCOUNT,419.75, 29/04/2019,Transport For Parent Car,Childrens Services
RSP RAIL TRAVEL  ACCOUNT,218.30, 29/04/2019,Travel Expenses,Childrens Services
RSP RAIL TRAVEL  ACCOUNT,50.45, 29/04/2019,Transport For Parent Car,Childrens Services
RSP RAIL TRAVEL  ACCOUNT,32.20, 29/04/2019,Transport For Children,Childrens Services
RSP RAIL TRAVEL  ACCOUNT,264.60, 29/04/2019,Travel Expenses,Childrens Services
RSP RAIL TRAVEL  ACCOUNT,102.70, 29/04/2019,Transport For Parent Car,Childrens Services
RSP RAIL TRAVEL  ACCOUNT,775.75, 29/04/2019,Travel Expenses,Childrens Services
RSP RAIL TRAVEL  ACCOUNT,"1,301.20", 29/04/2019,Transport For Children,Childrens Services
RSP RAIL TRAVEL  ACCOUNT,303.00, 29/04/2019,Travel Expenses,Childrens Services
RSP RAIL TRAVEL  ACCOUNT,441.30, 29/04/2019,Transport For Parent Car,Childrens Services
RSP RAIL TRAVEL  ACCOUNT,263.80, 29/04/2019,Travel Expenses,Childrens Services
RSP RAIL TRAVEL  ACCOUNT,161.20, 29/04/2019,Transport For Parent Car,Childrens Services
RSP RAIL TRAVEL  ACCOUNT,302.10, 29/04/2019,Travel Expenses,Childrens Services
RSP RAIL TRAVEL  ACCOUNT,31.40, 29/04/2019,Transport For Parent Car,Childrens Services
RSP RAIL TRAVEL  ACCOUNT,119.90, 29/04/2019,Travel Expenses,Childrens Services
RSP RAIL TRAVEL  ACCOUNT,715.70, 29/04/2019,Transport For Parent Car,Childrens Services
RSP RAIL TRAVEL  ACCOUNT,17.90, 29/04/2019,Transport For Children,Childrens Services
RSP RAIL TRAVEL  ACCOUNT,81.30, 29/04/2019,Travel Expenses,Childrens Services
RSP RAIL TRAVEL  ACCOUNT,228.00, 29/04/2019,Transport For Parent Car,Childrens Services
RSP RAIL TRAVEL  ACCOUNT,32.20, 29/04/2019,Travel Expenses,Childrens Services
RSP RAIL TRAVEL  ACCOUNT,17.80, 29/04/2019,Travel Expenses,Childrens Services
RSP RAIL TRAVEL  ACCOUNT,417.50, 29/04/2019,Transport For Children,Childrens Services
RSP RAIL TRAVEL  ACCOUNT,25.60, 29/04/2019,Travel Expenses,Childrens Services
RSP RAIL TRAVEL  ACCOUNT,26.00, 29/04/2019,Travel Expenses,Childrens Services
RSP RAIL TRAVEL  ACCOUNT,26.20, 29/04/2019,Travel Expenses,Regeneration Enterprise and Sk
RSP RAIL TRAVEL  ACCOUNT,71.00, 29/04/2019,Travel Expenses,Regeneration Enterprise and Sk
RSP RAIL TRAVEL  ACCOUNT,14.60, 29/04/2019,Travel Expenses,Childrens Services
RSP RAIL TRAVEL  ACCOUNT,220.20, 29/04/2019,Travel Expenses,Childrens Services
RSP RAIL TRAVEL  ACCOUNT,122.30, 29/04/2019,Travel Expenses,Childrens Services
RSP RAIL TRAVEL  ACCOUNT,13.10, 29/04/2019,Travel Expenses,Health and Adult Services
RSP RAIL TRAVEL  ACCOUNT,39.30, 29/04/2019,Professional Fees,Chief Executives
RSP RAIL TRAVEL  ACCOUNT,13.10, 29/04/2019,Travel Expenses,Chief Executives
RSP RAIL TRAVEL  ACCOUNT,13.10, 29/04/2019,Travel Expenses,Chief Executives
