name,Invoice Line Amount,Payment Date,Expenditure Category/Description,LA Department
SCALLYWAGS 11 DAY NURSERY,"1,992.99", 14/10/2019,Other Services,Childrens Services
BRIGHTSPARKS (ELTHAM) LTD T/A BRIGHTSPARKS DAY NUR,750.00, 14/10/2019,Additional support for 3&4yr old withSEN,Childrens Services
HOME-START GREENWICH PLUMSTEAD NURSERY,"1,308.15", 14/10/2019,Additional support for 3&4yr old withSEN,Childrens Services
HOME-START GREENWICH PLUMSTEAD NURSERY,784.89, 14/10/2019,Additional support for 3&4yr old withSEN,Childrens Services
GREENWICH LEISURE LIMITED,654.04, 14/10/2019,Additional support for 3&4yr old withSEN,Childrens Services
CRAFTY WIZARDS LTD T/A CRAFTY WIZARDS,660.96, 14/10/2019,Additional support for 3&4yr old withSEN,Childrens Services
GREENWICH LEISURE LIMITED,619.65, 14/10/2019,Additional support for 3&4yr old withSEN,Childrens Services
GREENWICH LEISURE LIMITED,550.80, 14/10/2019,Additional support for 3&4yr old withSEN,Childrens Services
EMERGENCY HOUSING LIMITED,"4,365.50", 14/10/2019,Rents Other,Housing Services
KENT ACCOMODATION SOLUTIONS LTD (KAS),"19,899.00", 14/10/2019,Rents Other,Housing Services
RELIANCE RESIDENTIAL LIMITED,"31,173.60", 14/10/2019,Rents Other,Housing Services
TKF GROUP LTD,"16,572.60", 14/10/2019,Rents Other,Housing Services
LINK PROPERTY MANAGEMENT HOLDINGS LTD,"15,805.50", 14/10/2019,Rents Other,Housing Services
HYTYME LTD,"37,413.60", 14/10/2019,Rents Other,Housing Services
LAWSON VILLAS LTD,"3,800.00", 14/10/2019,Rents Other,Housing Services
EPOS NOW LTD,720.00, 15/10/2019,Equipment,Childrens Services
CAPITAL HOMECARE (UK) LIMITED,"1,827.00", 15/10/2019,Private Home Help Domest Misc,Health and Adult Services
CAPITAL HOMECARE (UK) LIMITED,638.00, 15/10/2019,Private Home Help Domest Misc,Health and Adult Services
PUBLIC ANALYST SCIENTIFIC SERVICES LTD,540.00, 15/10/2019,Services Private Contractor,Comm Safety and Environment
CAPITAL HOMECARE (UK) LIMITED,621.34, 15/10/2019,Private Home Help Domest Misc,Health and Adult Services
CAPITAL HOMECARE (UK) LIMITED,"1,827.00", 15/10/2019,Private Home Help Domest Misc,Health and Adult Services
CAPITAL HOMECARE (UK) LIMITED,"1,737.54", 15/10/2019,Private Home Help Domest Misc,Health and Adult Services
CAPITAL HOMECARE (UK) LIMITED,"1,737.54", 15/10/2019,Private Home Help Domest Misc,Health and Adult Services
CAPITAL HOMECARE (UK) LIMITED,"1,737.54", 15/10/2019,Private Home Help Domest Misc,Health and Adult Services
CAPITAL HOMECARE (UK) LIMITED,"1,079.53", 15/10/2019,Private Home Help Domest Misc,Health and Adult Services
R D FABRICATIONS,900.00, 14/10/2019,Safety,Capital Housing Revenue Acc
ORION ACCESS HIRE & TRAINING LIMITED,660.00, 15/10/2019,Vehicle Hire,Housing Services HRA
CAPITAL HOMECARE (UK) LIMITED,579.18, 15/10/2019,ISF Personal Care,Health and Adult Services
CAPITAL HOMECARE (UK) LIMITED,812.00, 15/10/2019,Private Home Help Domest Misc,Health and Adult Services
CAPITAL HOMECARE (UK) LIMITED,812.00, 15/10/2019,Private Home Help Domest Misc,Health and Adult Services
REDACTED PERSONAL INFORMATION,"2,600.00", 15/10/2019,Supported Living,Health and Adult Services
REDACTED PERSONAL INFORMATION,"3,600.00", 15/10/2019,Supported Living,Health and Adult Services
CAPITAL HOMECARE (UK) LIMITED,724.80, 15/10/2019,Private Home Help Domest Misc,Health and Adult Services
REDACTED PERSONAL INFORMATION,"3,212.00", 15/10/2019,Client Support,Health and Adult Services
REDACTED PERSONAL INFORMATION,"3,212.00", 15/10/2019,Client Support,Health and Adult Services
N S WARWICK LTD,608.00, 11/10/2019,Medical Services,Health and Adult Services
BOOTS UK LIMITED,586.00, 11/10/2019,Medical Services,Health and Adult Services
BURRAGE LIMITED,624.00, 08/11/2019,Medical Services,Health and Adult Services
TOTTY PHARMACY LTD,588.00, 11/10/2019,Medical Services,Health and Adult Services
HERBERT PHARMACY,774.00, 11/10/2019,Medical Services,Health and Adult Services
N S WARWICK LTD,602.00, 11/10/2019,Medical Services,Health and Adult Services
N S WARWICK LTD,550.00, 11/10/2019,Medical Services,Health and Adult Services
UK APOTHECARY LTD,756.00, 11/10/2019,Medical Services,Health and Adult Services
REDACTED PERSONAL INFORMATION,"2,600.00", 15/10/2019,Supported Living,Health and Adult Services
REDACTED PERSONAL INFORMATION,"3,400.00", 15/10/2019,Supported Living,Health and Adult Services
REDACTED PERSONAL INFORMATION,"4,785.00", 15/10/2019,Supported Living,Health and Adult Services
REDACTED PERSONAL INFORMATION,"4,000.00", 15/10/2019,Supported Living,Health and Adult Services
CAPITAL HOMECARE (UK) LIMITED,782.12, 15/10/2019,Private Home Help Domest Misc,Health and Adult Services
CAPITAL HOMECARE (UK) LIMITED,"1,595.00", 15/10/2019,Private Home Help Domest Misc,Health and Adult Services
CAPITAL HOMECARE (UK) LIMITED,"1,540.63", 15/10/2019,Private Home Help Domest Misc,Health and Adult Services
CAPITAL HOMECARE (UK) LIMITED,"1,442.13", 15/10/2019,Private Home Help Domest Misc,Health and Adult Services
CAPITAL HOMECARE (UK) LIMITED,"1,340.52", 15/10/2019,Private Home Help Domest Misc,Health and Adult Services
CAPITAL HOMECARE (UK) LIMITED,"1,214.73", 15/10/2019,Private Home Help Domest Misc,Health and Adult Services
CAPITAL HOMECARE (UK) LIMITED,"1,214.73", 15/10/2019,Private Home Help Domest Misc,Health and Adult Services
CAPITAL HOMECARE (UK) LIMITED,"1,214.73", 15/10/2019,Private Home Help Domest Misc,Health and Adult Services
CAPITAL HOMECARE (UK) LIMITED,"1,214.73", 15/10/2019,Private Home Help Domest Misc,Health and Adult Services
CAPITAL HOMECARE (UK) LIMITED,"1,214.73", 15/10/2019,Private Home Help Domest Misc,Health and Adult Services
CAPITAL HOMECARE (UK) LIMITED,868.77, 15/10/2019,Private Home Help Domest Misc,Health and Adult Services
CAPITAL HOMECARE (UK) LIMITED,894.33, 15/10/2019,Private Home Help Domest Misc,Health and Adult Services
CAPITAL HOMECARE (UK) LIMITED,913.50, 15/10/2019,Private Home Help Domest Misc,Health and Adult Services
CAPITAL HOMECARE (UK) LIMITED,913.50, 15/10/2019,Private Home Help Domest Misc,Health and Adult Services
CAPITAL HOMECARE (UK) LIMITED,"1,213.52", 15/10/2019,Private Home Help Domest Misc,Health and Adult Services
CAPITAL HOMECARE (UK) LIMITED,"1,249.00", 15/10/2019,Private Home Help Domest Misc,Health and Adult Services
CAPITAL HOMECARE (UK) LIMITED,"1,276.00", 15/10/2019,Private Home Help Domest Misc,Health and Adult Services
CAPITAL HOMECARE (UK) LIMITED,"1,276.00", 15/10/2019,Private Home Help Domest Misc,Health and Adult Services
JUDGE & PRIESTLEY LLP,24.00, 15/10/2019,Land Registry Fees,Chief Executives
JUDGE & PRIESTLEY LLP,240.00, 15/10/2019,Court Disbursements,Chief Executives
JUDGE & PRIESTLEY LLP,120.00, 15/10/2019,Legal Fees External Contract,Chief Executives
JUDGE & PRIESTLEY LLP,300.00, 15/10/2019,Court Disbursements,Chief Executives
CAPITAL HOMECARE (UK) LIMITED,507.50, 15/10/2019,Private Home Help Domest Misc,Health and Adult Services
CAPITAL HOMECARE (UK) LIMITED,"1,061.63", 15/10/2019,Private Home Help Domest Misc,Health and Adult Services
CAPITAL HOMECARE (UK) LIMITED,769.51, 15/10/2019,Private Home Help Domest Misc,Health and Adult Services
CAPITAL HOMECARE (UK) LIMITED,758.45, 15/10/2019,Private Home Help Domest Misc,Health and Adult Services
REDACTED PERSONAL INFORMATION,900.00, 15/10/2019,Children Looked After,Childrens Services
CAPITAL HOMECARE (UK) LIMITED,785.25, 15/10/2019,Private Home Help Domest Misc,Health and Adult Services
REDACTED PERSONAL INFORMATION,500.00, 15/10/2019,Children Looked After,Childrens Services
REDACTED PERSONAL INFORMATION,"1,500.00", 15/10/2019,In Home Domicilary and Agency Care,Childrens Services
CAPITAL HOMECARE (UK) LIMITED,797.50, 15/10/2019,Private Home Help Domest Misc,Health and Adult Services
REDACTED PERSONAL INFORMATION,"5,760.20", 15/10/2019,Private Home Help Domest Misc,Childrens Services
REDACTED PERSONAL INFORMATION,"3,393.01", 15/10/2019,Services Private Contractor,Health and Adult Services
CAPITAL HOMECARE (UK) LIMITED,797.50, 15/10/2019,Private Home Help Domest Misc,Health and Adult Services
REDACTED PERSONAL INFORMATION,"3,292.80", 15/10/2019,Services Private Contractor,Health and Adult Services
CAPITAL HOMECARE (UK) LIMITED,"1,158.36", 15/10/2019,Private Home Help Domest Misc,Health and Adult Services
CRAEGMOOR OAKS SIDCUP PRIORY,"4,714.29", 15/10/2019,Private Sector Nursing Homes,Health and Adult Services
CAPITAL HOMECARE (UK) LIMITED,"1,198.83", 15/10/2019,Private Home Help Domest Misc,Health and Adult Services
CAPITAL HOMECARE (UK) LIMITED,"1,218.00", 15/10/2019,Private Home Help Domest Misc,Health and Adult Services
CRAEGMOOR OAKS SIDCUP PRIORY,"4,285.71", 15/10/2019,Private Sector Nursing Homes,Health and Adult Services
CRAEGMOOR OAKS SIDCUP PRIORY,"3,607.89", 15/10/2019,Short Term Nursing,Health and Adult Services
CRAEGMOOR OAKS SIDCUP PRIORY,"4,714.29", 15/10/2019,Services Private Contractor,Health and Adult Services
CRAEGMOOR OAKS SIDCUP PRIORY,"4,465.03", 15/10/2019,Short Term Nursing,Health and Adult Services
CRAEGMOOR OAKS SIDCUP PRIORY,"4,465.03", 15/10/2019,Private Sector Nursing Homes,Health and Adult Services
CRAEGMOOR OAKS SIDCUP PRIORY,"4,036.46", 15/10/2019,Private Sector Nursing Homes,Health and Adult Services
CAPITAL HOMECARE (UK) LIMITED,522.00, 15/10/2019,Private Home Help Domest Misc,Health and Adult Services
CAPITAL HOMECARE (UK) LIMITED,522.00, 15/10/2019,Private Home Help Domest Misc,Health and Adult Services
CAPITAL HOMECARE (UK) LIMITED,"2,206.80", 15/10/2019,Private Home Help Domest Misc,Health and Adult Services
CAPITAL HOMECARE (UK) LIMITED,"2,357.70", 15/10/2019,Private Home Help Domest Misc,Health and Adult Services
CAPITAL HOMECARE (UK) LIMITED,"2,436.00", 15/10/2019,Private Home Help Domest Misc,Health and Adult Services
CAPITAL HOMECARE (UK) LIMITED,"2,436.00", 15/10/2019,Private Home Help Domest Misc,Health and Adult Services
CAPITAL HOMECARE (UK) LIMITED,"2,355.60", 15/10/2019,Private Home Help Domest Misc,Health and Adult Services
CRAEGMOOR OAKS SIDCUP PRIORY,"4,036.46", 15/10/2019,Private Sector Nursing Homes,Health and Adult Services
CAPITAL HOMECARE (UK) LIMITED,"2,536.69", 15/10/2019,Private Home Help Domest Misc,Health and Adult Services
CAPITAL HOMECARE (UK) LIMITED,"2,639.00", 15/10/2019,Private Home Help Domest Misc,Health and Adult Services
CAPITAL HOMECARE (UK) LIMITED,"2,639.00", 15/10/2019,Private Home Help Domest Misc,Health and Adult Services
CAPITAL HOMECARE (UK) LIMITED,"2,174.40", 15/10/2019,Private Home Help Domest Misc,Health and Adult Services
CRAEGMOOR OAKS SIDCUP PRIORY,"3,621.21", 15/10/2019,Private Sector Nursing Homes,Health and Adult Services
CAPITAL HOMECARE (UK) LIMITED,"2,346.36", 15/10/2019,Private Home Help Domest Misc,Health and Adult Services
CAPITAL HOMECARE (UK) LIMITED,"2,436.00", 15/10/2019,Private Home Help Domest Misc,Health and Adult Services
CRAEGMOOR OAKS SIDCUP PRIORY,"3,621.21", 15/10/2019,Private Sector Nursing Homes,Health and Adult Services
CRAEGMOOR OAKS SIDCUP PRIORY,"4,500.00", 15/10/2019,Private Sector Nursing Homes,Health and Adult Services
CRAEGMOOR OAKS SIDCUP PRIORY,"4,500.00", 15/10/2019,Short Term Nursing,Health and Adult Services
CRAEGMOOR OAKS SIDCUP PRIORY,"4,500.00", 15/10/2019,Private Sector Nursing Homes,Health and Adult Services
CAPITAL HOMECARE (UK) LIMITED,"2,436.00", 15/10/2019,Private Home Help Domest Misc,Health and Adult Services
CRAEGMOOR OAKS SIDCUP PRIORY,"4,500.00", 15/10/2019,Private Sector Nursing Homes,Health and Adult Services
CRAEGMOOR OAKS SIDCUP PRIORY,"4,714.29", 15/10/2019,Private Sector Nursing Homes,Health and Adult Services
CAPITAL HOMECARE (UK) LIMITED,638.00, 15/10/2019,Private Home Help Domest Misc,Health and Adult Services
CAPITAL HOMECARE (UK) LIMITED,579.15, 15/10/2019,Private Home Help Domest Misc,Health and Adult Services
R D FABRICATIONS,720.00, 14/10/2019,Safety,Capital Housing Revenue Acc
SECURE ELECTRONIC APPLICATIONS LTD T/A S.E.A. LTD,510.00, 14/10/2019,Services Private Contractor,Health and Adult Services
CAPITAL HOMECARE (UK) LIMITED,"2,123.66", 15/10/2019,Private Home Help Domest Misc,Health and Adult Services
SOUTH EAST LONDON COMMUNITY ENERGY,"1,120.61", 15/10/2019,ILM & Trainee Pay,Regeneration Enterprise and Sk
CAPITAL HOMECARE (UK) LIMITED,"2,190.05", 15/10/2019,Private Home Help Domest Misc,Health and Adult Services
CAPITAL HOMECARE (UK) LIMITED,"2,233.00", 15/10/2019,Private Home Help Domest Misc,Health and Adult Services
CAPITAL HOMECARE (UK) LIMITED,"2,233.00", 15/10/2019,Private Home Help Domest Misc,Health and Adult Services
CAPITAL HOMECARE (UK) LIMITED,741.00, 15/10/2019,Private Home Help Domest Misc,Health and Adult Services
CAPITAL HOMECARE (UK) LIMITED,770.04, 15/10/2019,Private Home Help Domest Misc,Health and Adult Services
CAPITAL HOMECARE (UK) LIMITED,812.00, 15/10/2019,Private Home Help Domest Misc,Health and Adult Services
NORTHGATE PUBLIC SERVICES (UK) LTD,"6,248.50", 14/10/2019,Services Private Contractor,Chief Executives
DALLASWELL LTD T/AS MAYDAY CARS,566.40, 15/10/2019,Vehicle Hire External Hired,Health and Adult Services
REDACTED PERSONAL INFORMATION,"3,520.67", 15/10/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"2,106.02", 15/10/2019,Higher Education,Childrens Services
REDACTED PERSONAL INFORMATION,"3,436.97", 15/10/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,525.00, 15/10/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,600.00, 15/10/2019,Other Services,Childrens Services
SYNERGY FOSTERING LIMITED,"4,309.00", 15/10/2019,Agency Placements,Childrens Services
SYNERGY FOSTERING LIMITED,"4,170.00", 15/10/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,540.00, 15/10/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,750.00, 15/10/2019,Family Support,Childrens Services
REDACTED PERSONAL INFORMATION,600.00, 15/10/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"1,826.12", 15/10/2019,Transport For Children,Childrens Services
AMBER CAR SERVICES LTD,858.24, 15/10/2019,Vehicle Hire External Hired,Childrens Services
REDACTED PERSONAL INFORMATION,"1,039.80", 15/10/2019,Agency Placements,Childrens Services
WEIGHTMANS LLP,504.60, 15/10/2019,Legal Fees,Childrens Services
REDACTED PERSONAL INFORMATION,"6,625.00", 15/10/2019,Supported Living,Health and Adult Services
REDACTED PERSONAL INFORMATION,"3,620.00", 15/10/2019,Supported Living,Health and Adult Services
REDACTED PERSONAL INFORMATION,"11,600.00", 15/10/2019,Supported Living,Health and Adult Services
REDACTED PERSONAL INFORMATION,"4,000.00", 15/10/2019,Supported Living,Health and Adult Services
NORTHGATE PUBLIC SERVICES (UK) LTD,577.28, 15/10/2019,Services Private Contractor,Chief Executives
REDACTED PERSONAL INFORMATION,"4,620.00", 15/10/2019,Services Other Local Author,Childrens Services
REDACTED PERSONAL INFORMATION,"4,457.14", 15/10/2019,Agency Placements,Childrens Services
ROYAL MAIL GROUP LTD,144.14, 15/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,859.70, 15/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,3.25, 15/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,8.02, 15/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,28.60, 15/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,25.50, 15/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,8.54, 15/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,2.45, 15/10/2019,Plant Fuel External Hired,Eltham Crematorium Revenue
ROYAL MAIL GROUP LTD,196.10, 15/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,13.70, 15/10/2019,Postage - Royal Mail,Housing Services HRA
ROYAL MAIL GROUP LTD,442.93, 15/10/2019,Postage - Royal Mail,Housing Services HRA
ROYAL MAIL GROUP LTD,3.25, 15/10/2019,Postage - Royal Mail,Housing Services HRA
ROYAL MAIL GROUP LTD,138.90, 15/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,915.89, 15/10/2019,Postage - Royal Mail,Regeneration Enterprise and Sk
ROYAL MAIL GROUP LTD,1.50, 15/10/2019,Postage - Royal Mail,Regeneration Enterprise and Sk
ROYAL MAIL GROUP LTD,2.45, 15/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,736.98, 15/10/2019,Postage - Royal Mail,Regeneration Enterprise and Sk
ROYAL MAIL GROUP LTD,"3,013.63", 15/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,63.17, 15/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,3.70, 15/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,4.50, 15/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,1.85, 15/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,103.24, 15/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,58.99, 15/10/2019,Postage - Royal Mail,Health and Adult Services
ROYAL MAIL GROUP LTD,157.03, 15/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,52.75, 15/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,131.42, 15/10/2019,Printing,Housing Services HRA
ROYAL MAIL GROUP LTD,"2,358.49", 15/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,517.92, 15/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,"4,823.69", 15/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,2.47, 15/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,135.95, 15/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,543.77, 15/10/2019,Postage - Royal Mail,Chief Executives
SHARP & SIMPSON LIMITED,"1,167.00", 15/10/2019,Equipment,Chief Executives
ROYAL MAIL GROUP LTD,89.29, 15/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,98.00, 15/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,602.74, 15/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,51.23, 15/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,68.76, 15/10/2019,Postage - Royal Mail,Eltham Crematorium Revenue
ROYAL MAIL GROUP LTD,98.15, 15/10/2019,Postage - Royal Mail,Housing Services HRA
ROYAL MAIL GROUP LTD,513.08, 15/10/2019,Postage - Royal Mail,Housing Services HRA
ROYAL MAIL GROUP LTD,1.40, 15/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,48.72, 15/10/2019,Postage - Royal Mail,Regeneration Enterprise and Sk
ROYAL MAIL GROUP LTD,53.99, 15/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,44.51, 15/10/2019,Postage - Royal Mail,Regeneration Enterprise and Sk
SUPREME CARE SERVICES LTD,789.60, 16/10/2019,Private Home Help Domest Misc,Health and Adult Services
SUPREME CARE SERVICES LTD,"1,184.40", 16/10/2019,Private Home Help Domest Misc,Health and Adult Services
SUPREME CARE SERVICES LTD,"1,092.75", 16/10/2019,Private Home Help Domest Misc,Health and Adult Services
ROYAL MAIL GROUP LTD,134.69, 15/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,719.83, 15/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,7.95, 15/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,6.60, 15/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,18.07, 15/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,6.00, 15/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,39.60, 15/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,7.32, 15/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,0.82, 15/10/2019,Postage - Royal Mail,Eltham Crematorium Revenue
ROYAL MAIL GROUP LTD,138.53, 15/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,13.58, 15/10/2019,Postage - Royal Mail,Housing Services HRA
ROYAL MAIL GROUP LTD,688.00, 15/10/2019,Postage - Royal Mail,Housing Services HRA
ROYAL MAIL GROUP LTD,34.57, 15/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,"1,474.44", 15/10/2019,Postage - Royal Mail,Regeneration Enterprise and Sk
ROYAL MAIL GROUP LTD,5.11, 15/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,277.61, 15/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,95.06, 15/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,4.50, 15/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,8.80, 15/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,130.69, 15/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,332.80, 15/10/2019,Postage - Royal Mail,Chief Executives
SUPREME CARE SERVICES LTD,"1,142.10", 16/10/2019,Private Home Help Domest Misc,Health and Adult Services
SUPREME CARE SERVICES LTD,789.60, 16/10/2019,Private Home Help Domest Misc,Health and Adult Services
REDACTED PERSONAL INFORMATION,600.00, 15/10/2019,Services Other Local Author,Childrens Services
SUPREME CARE SERVICES LTD,"2,368.80", 16/10/2019,Private Home Help Domest Misc,Health and Adult Services
THE METRO CENTRE,"24,355.50", 15/10/2019,Grants To Voluntary Organ,Chief Executives
REDACTED PERSONAL INFORMATION,"2,491.20", 15/10/2019,Other Services,Childrens Services
THE LONDON EARLY YEARS FOUNDATION,498.26, 15/10/2019,Other Services,Childrens Services
GREENWICH SERVICE PLUS LIMITED,977.70, 15/10/2019,Cleaning Serv In House Trad,Comm Safety and Environment
ROYAL MAIL GROUP LTD,99.60, 15/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,490.68, 15/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,7.85, 15/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,6.60, 15/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,19.50, 15/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,17.60, 15/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,120.06, 15/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,9.36, 15/10/2019,Postage - Royal Mail,Housing Services HRA
ROYAL MAIL GROUP LTD,512.86, 15/10/2019,Postage - Royal Mail,Housing Services HRA
ROYAL MAIL GROUP LTD,24.42, 15/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,535.66, 15/10/2019,Postage - Royal Mail,Regeneration Enterprise and Sk
ROYAL MAIL GROUP LTD,1.32, 15/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,191.64, 15/10/2019,Postage - Royal Mail,Regeneration Enterprise and Sk
ROYAL MAIL GROUP LTD,3.00, 15/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,4.43, 15/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,7.40, 15/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,95.40, 15/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,231.91, 15/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,105.42, 15/10/2019,Postage - Royal Mail,Chief Executives
GREENWICH SERVICE PLUS LIMITED,"2,341.40", 15/10/2019,Cleaning Serv In House Trad,Comm Safety and Environment
GREENWICH SERVICE PLUS LIMITED,"7,266.10", 15/10/2019,Cleaning Serv In House Trad,Comm Safety and Environment
GREENWICH SERVICE PLUS LIMITED,"1,308.43", 15/10/2019,Cleaning Serv In House Trad,Comm Safety and Environment
GREENWICH SERVICE PLUS LIMITED,573.71, 15/10/2019,Cleaning Serv In House Trad,Comm Safety and Environment
ROYAL MAIL GROUP LTD,32.14, 15/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,135.11, 15/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,434.34, 15/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,49.45, 15/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,76.66, 15/10/2019,Postage - Royal Mail,Eltham Crematorium Revenue
ROYAL MAIL GROUP LTD,110.81, 15/10/2019,Postage - Royal Mail,Housing Services HRA
ROYAL MAIL GROUP LTD,389.10, 15/10/2019,Postage - Royal Mail,Housing Services HRA
ROYAL MAIL GROUP LTD,1.06, 15/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,33.91, 15/10/2019,Postage - Royal Mail,Regeneration Enterprise and Sk
ROYAL MAIL GROUP LTD,68.99, 15/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,77.36, 15/10/2019,Postage - Royal Mail,Regeneration Enterprise and Sk
ROYAL MAIL GROUP LTD,13.41, 15/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,148.01, 15/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,"1,082.94", 15/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,18.83, 15/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,35.20, 15/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,15.00, 15/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,9.05, 15/10/2019,Postage - Royal Mail,Eltham Crematorium Revenue
ROYAL MAIL GROUP LTD,102.12, 15/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,5.64, 15/10/2019,Postage - Royal Mail,Housing Services HRA
ROYAL MAIL GROUP LTD,642.49, 15/10/2019,Postage - Royal Mail,Housing Services HRA
ROYAL MAIL GROUP LTD,30.11, 15/10/2019,Postage - Royal Mail,Chief Executives
