name,Invoice Line Amount,Payment Date,Expenditure Category/Description,LA Department
REDACTED PERSONAL INFORMATION,936.00, 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,560.00, 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"2,173.92", 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,627.44, 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"1,731.60", 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,737.12, 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"1,653.60", 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"1,557.52", 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,592.80, 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"1,216.80", 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,516.84, 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,674.08, 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"1,434.20", 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"5,580.00", 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,500.00, 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"1,805.70", 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,585.00, 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,910.36, 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"2,222.92", 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"2,118.60", 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,535.00, 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,740.00, 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,685.12, 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,819.00, 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"1,007.52", 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,717.92, 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"1,263.60", 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"1,545.60", 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"1,400.00", 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"1,801.80", 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"1,918.80", 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,842.40, 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,655.20, 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"1,123.52", 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,648.64, 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,982.80, 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,830.60, 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"1,720.00", 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"1,715.48", 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"1,284.00", 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,655.00, 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,585.00, 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,898.80, 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,684.80, 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,569.60, 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"1,126.07", 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,582.40, 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,819.00, 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,819.00, 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,982.80, 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,830.08, 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"1,567.80", 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"1,219.68", 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"1,731.60", 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,515.72, 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,702.00, 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"1,497.60", 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,592.84, 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,783.88, 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"1,638.00", 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"1,076.40", 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,552.24, 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,515.20, 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"1,243.48", 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"1,498.00", 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,673.28, 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,772.20, 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"1,255.20", 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,538.20, 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,684.80, 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"1,638.00", 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"1,203.76", 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,631.80, 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,923.60, 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,561.60, 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"1,928.20", 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,779.52, 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"3,296.16", 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,819.00, 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,830.68, 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,690.28, 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,755.52, 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"5,000.00", 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,655.00, 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,706.20, 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,709.14, 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,889.44, 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,576.00, 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,840.00, 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"1,237.12", 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,514.80, 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,737.12, 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"2,121.32", 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,514.80, 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"1,544.40", 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,543.24, 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,611.20, 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,626.76, 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"2,319.56", 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"2,468.00", 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"1,086.72", 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,603.08, 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,854.12, 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"1,228.52", 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,509.76, 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,690.32, 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,877.40, 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"1,113.52", 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,748.80, 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,792.00, 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"2,851.40", 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"1,112.80", 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"2,246.40", 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"1,062.40", 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,760.52, 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"1,881.60", 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"7,014.84", 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"1,029.60", 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"1,216.80", 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"1,174.88", 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,690.40, 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"7,295.40", 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"1,614.60", 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"4,545.12", 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"4,310.32", 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"2,364.00", 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"1,588.00", 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,737.00, 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"1,584.00", 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,819.00, 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,864.24, 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"5,302.64", 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,615.52, 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"4,913.92", 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"2,773.61", 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"1,544.40", 28/01/2019,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,517.60, 28/01/2019,Community Care Direct Payments,Childrens Services
REDACTED PERSONAL INFORMATION,517.60, 28/01/2019,Community Care Direct Payments,Childrens Services
REDACTED PERSONAL INFORMATION,517.60, 28/01/2019,Community Care Direct Payments,Childrens Services
REDACTED PERSONAL INFORMATION,517.60, 28/01/2019,Community Care Direct Payments,Childrens Services
REDACTED PERSONAL INFORMATION,517.60, 28/01/2019,Community Care Direct Payments,Childrens Services
REDACTED PERSONAL INFORMATION,835.40, 28/01/2019,Community Care Direct Payments,Childrens Services
REDACTED PERSONAL INFORMATION,969.60, 28/01/2019,Community Care Direct Payments,Childrens Services
REDACTED PERSONAL INFORMATION,621.12, 28/01/2019,Community Care Direct Payments,Childrens Services
REDACTED PERSONAL INFORMATION,792.00, 28/01/2019,Community Care Direct Payments,Childrens Services
REDACTED PERSONAL INFORMATION,637.31, 28/01/2019,Community Care Direct Payments,Childrens Services
REDACTED PERSONAL INFORMATION,621.12, 28/01/2019,Community Care Direct Payments,Childrens Services
REDACTED PERSONAL INFORMATION,"2,800.00", 28/01/2019,Community Care Direct Payments,Childrens Services
REDACTED PERSONAL INFORMATION,905.80, 28/01/2019,Community Care Direct Payments,Childrens Services
REDACTED PERSONAL INFORMATION,517.60, 28/01/2019,Community Care Direct Payments,Childrens Services
REDACTED PERSONAL INFORMATION,517.60, 28/01/2019,Community Care Direct Payments,Childrens Services
REDACTED PERSONAL INFORMATION,549.54, 28/01/2019,Community Care Direct Payments,Childrens Services
REDACTED PERSONAL INFORMATION,"1,115.96", 28/01/2019,Community Care Direct Payments,Childrens Services
REDACTED PERSONAL INFORMATION,530.70, 28/01/2019,Community Care Direct Payments,Childrens Services
THE LONDON APPRENTICESHIP COMPANY,"3,401.03", 29/01/2019,Apprentice Costs,Regeneration Enterprise and Sk
NPOWER LTD,"2,448.34", 29/01/2019,Electricity - Estate Roads,Housing Services HRA
NPOWER LTD,"1,050.26", 29/01/2019,Electricity - Estate Roads,Housing Services HRA
THE LONDON APPRENTICESHIP COMPANY,"8,403.24", 29/01/2019,Apprentice Costs,Regeneration Enterprise and Sk
REDACTED PERSONAL INFORMATION,639.90, 29/01/2019,Personal Travel Direct Payments,Childrens Services
ADVOCACY IN GREENWICH,"8,499.25", 29/01/2019,Grants To Voluntary Organ,Health and Adult Services
FIRST STEP TRUST,"30,000.00", 29/01/2019,Printing,Health and Adult Services
FIRST STEP TRUST,"-25,000.00", 29/01/2019,Printing,Health and Adult Services
ADVOCACY IN GREENWICH,"8,499.25", 29/01/2019,Grants To Voluntary Organ,Health and Adult Services
GREENWICH STARTING BLOCKS CHARITABLE TRUST,"4,180.00", 29/01/2019,Expenditure Payments,Corporate Accounts
FRIENDS OF EAST GREENWICH PLEASAUNCE,"1,000.00", 29/01/2019,MIsc,Chief Executives
OUTLOOK CARE,"5,475.93", 29/01/2019,Supported Living,Health and Adult Services
REDACTED PERSONAL INFORMATION,"5,535.71", 29/01/2019,Agency Placements,Childrens Services
OUTLOOK CARE,"5,475.93", 29/01/2019,Supported Living,Health and Adult Services
OUTLOOK CARE,"4,956.63", 29/01/2019,Supported Living,Health and Adult Services
REDACTED PERSONAL INFORMATION,"17,050.00", 29/01/2019,Agency Placements,Childrens Services
OUTLOOK CARE,"5,706.75", 29/01/2019,Supported Living,Health and Adult Services
REDACTED PERSONAL INFORMATION,"4,550.18", 29/01/2019,Supported Living,Health and Adult Services
OUTLOOK CARE,697.77, 29/01/2019,Client Support,Health and Adult Services
REDACTED PERSONAL INFORMATION,"5,270.00", 29/01/2019,Supported Living,Health and Adult Services
REDACTED PERSONAL INFORMATION,"17,050.00", 29/01/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"5,757.14", 29/01/2019,Supported Living,Health and Adult Services
REDACTED PERSONAL INFORMATION,"5,438.29", 29/01/2019,Supported Living,Health and Adult Services
REDACTED PERSONAL INFORMATION,"5,108.71", 29/01/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,"3,100.00", 29/01/2019,Supported Living,Health and Adult Services
REDACTED PERSONAL INFORMATION,"4,871.43", 29/01/2019,Private Sector Nursing Homes,Health and Adult Services
REDACTED PERSONAL INFORMATION,"4,490.04", 29/01/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"5,407.02", 29/01/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"2,572.38", 29/01/2019,Supported Living,Health and Adult Services
REDACTED PERSONAL INFORMATION,"2,572.38", 29/01/2019,Supported Living,Health and Adult Services
REDACTED PERSONAL INFORMATION,"3,041.10", 29/01/2019,Agency Placements,Childrens Services
QUO VADIS TRUST,"3,675.09", 29/01/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,"3,041.10", 29/01/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"11,249.90", 29/01/2019,Services Private Contractor,Health and Adult Services
QUO VADIS TRUST,"3,661.41", 29/01/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,"3,041.10", 29/01/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"4,490.04", 29/01/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"3,367.22", 29/01/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"3,588.87", 29/01/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"4,490.04", 29/01/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"15,500.00", 29/01/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"3,588.87", 29/01/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"15,500.00", 29/01/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"3,588.87", 29/01/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"6,594.63", 29/01/2019,Services Private Contractor,Health and Adult Services
QUO VADIS TRUST,"3,756.97", 29/01/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,"3,041.10", 29/01/2019,Agency Placements,Childrens Services
QUO VADIS TRUST,"3,619.68", 29/01/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,"5,054.33", 29/01/2019,Services Private Contractor,Health and Adult Services
QUO VADIS TRUST,"3,618.94", 29/01/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,"4,207.32", 29/01/2019,Services Private Contractor,Health and Adult Services
CRAEGMOOR OAKS SIDCUP PRIORY,"3,649.85", 29/01/2019,Private Sector Nursing Homes,Health and Adult Services
REDACTED PERSONAL INFORMATION,"2,657.14", 29/01/2019,Services Private Contractor,Health and Adult Services
CRAEGMOOR OAKS SIDCUP PRIORY,"3,671.29", 29/01/2019,Private Sector Nursing Homes,Health and Adult Services
REDACTED PERSONAL INFORMATION,"9,920.00", 29/01/2019,Private Sector Nursing Homes,Health and Adult Services
QUO VADIS TRUST,"3,431.93", 29/01/2019,Services Private Contractor,Health and Adult Services
CRAEGMOOR OAKS SIDCUP PRIORY,"3,759.86", 29/01/2019,Private Sector Nursing Homes,Health and Adult Services
REDACTED PERSONAL INFORMATION,"5,522.65", 29/01/2019,Services Private Contractor,Health and Adult Services
CRAEGMOOR OAKS SIDCUP PRIORY,"4,162.86", 29/01/2019,Private Sector Nursing Homes,Health and Adult Services
THE OLIVE SERVICES LTD,"4,162.86", 29/01/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,"2,118.23", 29/01/2019,Private Sector Nursing Homes,Health and Adult Services
CRAEGMOOR OAKS SIDCUP PRIORY,"3,469.87", 29/01/2019,Private Sector Nursing Homes,Health and Adult Services
THE OLIVE SERVICES LTD,"3,910.43", 29/01/2019,Services Private Contractor,Health and Adult Services
CRAEGMOOR OAKS SIDCUP PRIORY,"5,314.29", 29/01/2019,Private Sector Nursing Homes,Health and Adult Services
REDACTED PERSONAL INFORMATION,"6,138.00", 29/01/2019,Services Private Contractor,Health and Adult Services
THE OLIVE SERVICES LTD,"4,074.29", 29/01/2019,Services Private Contractor,Health and Adult Services
CRAEGMOOR OAKS SIDCUP PRIORY,"6,696.00", 29/01/2019,Client Support,Health and Adult Services
REDACTED PERSONAL INFORMATION,"5,092.86", 29/01/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,"4,650.00", 29/01/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,"4,711.38", 29/01/2019,Agency Placements,Childrens Services
THE OLIVE SERVICES LTD,"4,118.57", 29/01/2019,Supported Living,Health and Adult Services
REDACTED PERSONAL INFORMATION,"2,392.98", 29/01/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,"3,754.68", 29/01/2019,Agency Placements,Childrens Services
THE OLIVE SERVICES LTD,"4,251.43", 29/01/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,"5,255.74", 29/01/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,"3,754.68", 29/01/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"4,619.00", 29/01/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"2,878.58", 29/01/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,"2,214.29", 29/01/2019,Supported Living,Health and Adult Services
REDACTED PERSONAL INFORMATION,"4,619.00", 29/01/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"2,425.44", 29/01/2019,Private Sector Nursing Homes,Health and Adult Services
REDACTED PERSONAL INFORMATION,"7,063.35", 29/01/2019,Private Sector Nursing Homes,Health and Adult Services
REDACTED PERSONAL INFORMATION,"2,939.46", 29/01/2019,Private Sector Nursing Homes,Health and Adult Services
REDACTED PERSONAL INFORMATION,"3,706.27", 29/01/2019,Private Sector Nursing Homes,Health and Adult Services
REDACTED PERSONAL INFORMATION,"4,923.86", 29/01/2019,Private Sector Nursing Homes,Health and Adult Services
REDACTED PERSONAL INFORMATION,"4,518.25", 29/01/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,"2,555.29", 29/01/2019,Private Sector Nursing Homes,Health and Adult Services
REDACTED PERSONAL INFORMATION,"4,440.48", 29/01/2019,Agency Placements,Childrens Services
THE OLIVE SERVICES LTD,"3,985.71", 29/01/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,"4,411.43", 29/01/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"5,314.29", 29/01/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,"6,641.44", 29/01/2019,Supported Living,Health and Adult Services
REDACTED PERSONAL INFORMATION,"5,282.57", 29/01/2019,Supported Living,Health and Adult Services
REDACTED PERSONAL INFORMATION,"5,243.65", 29/01/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,"5,040.33", 29/01/2019,Supported Living,Health and Adult Services
THE OLIVE SERVICES LTD,"4,273.57", 29/01/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,"7,652.75", 29/01/2019,Supported Living,Health and Adult Services
REDACTED PERSONAL INFORMATION,"5,314.29", 29/01/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,"3,498.57", 29/01/2019,Services Private Contractor,Health and Adult Services
THE OLIVE SERVICES LTD,"4,295.71", 29/01/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,"2,192.14", 29/01/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,"4,207.14", 29/01/2019,Services Private Contractor,Health and Adult Services
THE OLIVE SERVICES LTD,"4,074.00", 29/01/2019,Services Private Contractor,Health and Adult Services
CMG HOMES LTD,"5,256.71", 29/01/2019,Supported Living,Health and Adult Services
REDACTED PERSONAL INFORMATION,"3,764.33", 29/01/2019,Services Private Contractor,Health and Adult Services
CMG HOMES LTD,"3,993.15", 29/01/2019,Supported Living,Health and Adult Services
THE OLIVE SERVICES LTD,"4,074.29", 29/01/2019,Services Private Contractor,Health and Adult Services
THE OLIVE SERVICES LTD,"4,162.86", 29/01/2019,Services Private Contractor,Health and Adult Services
CMG HOMES LTD,"6,089.29", 29/01/2019,Services Private Contractor,Health and Adult Services
THE OLIVE SERVICES LTD,"3,941.43", 29/01/2019,Services Private Contractor,Health and Adult Services
BUPA CARE HOMES (CFHCARE) LTD T/A ABBOTSLEIGH MEWS,"2,262.69", 29/01/2019,Services Private Contractor,Health and Adult Services
THE OLIVE SERVICES LTD,"4,517.14", 29/01/2019,Services Private Contractor,Health and Adult Services
THE OLIVE SERVICES LTD,"3,869.02", 29/01/2019,Services Private Contractor,Health and Adult Services
CMG HOMES LTD,"8,662.29", 29/01/2019,Services Private Contractor,Health and Adult Services
CMG HOMES LTD,"6,246.50", 29/01/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,"2,590.49", 29/01/2019,Private Sector Nursing Homes,Health and Adult Services
CMG HOMES LTD,"8,136.84", 29/01/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,"2,907.93", 29/01/2019,Private Sector Nursing Homes,Health and Adult Services
CMG HOMES LTD,"4,673.69", 29/01/2019,Supported Living,Health and Adult Services
REDACTED PERSONAL INFORMATION,"2,484.52", 29/01/2019,Private Sector Nursing Homes,Health and Adult Services
CMG HOMES LTD,"4,065.43", 29/01/2019,Supported Living,Health and Adult Services
BUPA CARE HOMES (CFHCARE) LTD T/A ABBOTSLEIGH MEWS,"2,736.86", 29/01/2019,Private Sector Nursing Homes,Health and Adult Services
